['NDUFAF7'],[[0.93604259]],[[1.84815752]],[[1.85287475]],[[1.986563]],[[1.8117517]],[[1.2901564]],[[0.90216428]],[[0.91567265]],[[0.86100123]],[[0.81741388]],[[0.93825956]],[[1.01654366]],[[0.90043238]]
['DIP2B'],[[0.90261814]],[[1.52363503]],[[1.57926974]],[[1.56954572]],[[1.54918]],[[1.3476094]],[[1.19110506]],[[0.9558684]],[[0.87352373]],[[0.91403727]],[[0.90539453]],[[1.07657373]],[[0.89951178]]
['SP100'],[[0.93706217]],[[1.48592413]],[[1.50871348]],[[1.54969793]],[[1.48613718]],[[1.35918524]],[[1.19173212]],[[1.06076713]],[[0.91864527]],[[0.90850806]],[[0.84290162]],[[1.01579321]],[[0.89242274]]
['KLF6'],[[0.91334883]],[[1.86234561]],[[1.89997332]],[[1.89019806]],[[1.8831426]],[[1.5759388]],[[1.32230614]],[[1.06571595]],[[0.86939858]],[[0.95507223]],[[0.95665617]],[[1.14583767]],[[0.97652624]]
['PDK3'],[[0.88646431]],[[1.55150625]],[[1.56701109]],[[1.49309239]],[[1.46405925]],[[1.41598448]],[[1.31585697]],[[1.08989326]],[[0.9069535]],[[0.886425]],[[0.86554715]],[[0.94990725]],[[0.85608689]]
['SRBD1'],[[0.98295176]],[[1.57206602]],[[1.57040712]],[[1.55803958]],[[1.44744332]],[[1.08736159]],[[1.02188583]],[[1.01649341]],[[0.90278537]],[[0.98428482]],[[0.87956402]],[[1.0156288]],[[0.89135853]]
['SNX13'],[[0.85381719]],[[1.45728531]],[[1.45885362]],[[1.53298711]],[[1.46762942]],[[1.23787239]],[[1.09876022]],[[1.03339447]],[[0.7422822]],[[0.9009048]],[[0.86465692]],[[0.97341721]],[[0.85689525]]
['MARK2'],[[1.00100435]],[[1.44349199]],[[1.46054332]],[[1.47334545]],[[1.55890962]],[[1.56441215]],[[1.39431433]],[[1.07883466]],[[1.00054784]],[[0.96425027]],[[1.06835199]],[[1.21340968]],[[1.05264409]]
['ACAP1'],[[1.0050839]],[[1.7038514]],[[1.78068833]],[[1.82292829]],[[1.82141776]],[[1.48205728]],[[1.16796101]],[[0.90416224]],[[0.92111851]],[[0.89420271]],[[0.9345166]],[[1.10305881]],[[0.92733199]]
['PICALM'],[[0.79152728]],[[1.43849138]],[[1.44564497]],[[1.4411952]],[[1.34243614]],[[1.22959776]],[[1.13661232]],[[1.11933691]],[[0.89931343]],[[1.10021464]],[[0.76123818]],[[0.92203089]],[[0.81020758]]
['CLASP1'],[[1.00681115]],[[1.4727691]],[[1.53783293]],[[1.57999172]],[[1.66199344]],[[1.20313215]],[[1.03224819]],[[0.96147633]],[[0.94989699]],[[0.93448988]],[[0.97157742]],[[1.09887504]],[[0.96178216]]
['SEMA3C'],[[0.97306099]],[[1.79102783]],[[1.73550309]],[[1.65123808]],[[1.6677988]],[[1.4285323]],[[1.3341115]],[[1.30015675]],[[1.00619944]],[[1.03761437]],[[1.1404741]],[[1.30247872]],[[1.13679001]]
['ARHGAP15'],[[0.78856366]],[[1.63667822]],[[1.73357916]],[[1.87189655]],[[1.66386773]],[[1.35188905]],[[1.16034634]],[[0.98157793]],[[0.68452367]],[[0.7609413]],[[0.74495927]],[[0.91147441]],[[0.73808524]]
['PAG1'],[[0.91520763]],[[2.01233251]],[[2.13124125]],[[2.25950631]],[[2.25792741]],[[1.60506994]],[[1.25706111]],[[0.90656463]],[[0.86628964]],[[0.93813037]],[[0.93802623]],[[1.10631017]],[[0.9337965]]
['PPP1R12B'],[[0.76397232]],[[1.13324126]],[[1.04310885]],[[1.06559272]],[[0.9788759]],[[0.76473644]],[[0.58735092]],[[0.73996578]],[[0.74337231]],[[0.91085623]],[[0.95157354]],[[1.04237629]],[[0.93860901]]
['NEBL'],[[1.25353534]],[[3.73954822]],[[3.58709032]],[[3.66771299]],[[2.99746766]],[[1.78700095]],[[1.2819764]],[[1.03961533]],[[0.9034784]],[[1.21936029]],[[4.0979194]],[[3.28966578]],[[3.74649998]]
['TP53INP2'],[[0.89186335]],[[1.74533712]],[[1.78253341]],[[1.73717989]],[[1.57615171]],[[1.04427126]],[[0.97590522]],[[1.00905368]],[[1.01900664]],[[1.1313397]],[[1.20587067]],[[1.32865155]],[[1.23230969]]
['RFX3'],[[0.87972532]],[[1.43040101]],[[1.35810106]],[[1.38680051]],[[1.3029352]],[[1.21066607]],[[1.15285234]],[[1.07881556]],[[1.09341305]],[[1.10595847]],[[0.88184346]],[[1.02601782]],[[0.93451034]]
['RAB21'],[[0.90230422]],[[1.68231897]],[[1.67139577]],[[1.64965863]],[[1.59892298]],[[1.34094139]],[[1.12384186]],[[1.02196986]],[[0.91664495]],[[1.02278397]],[[0.91732829]],[[1.07158712]],[[0.92681261]]
['PSEN1'],[[0.94732985]],[[1.59334729]],[[1.6017035]],[[1.61626555]],[[1.63383154]],[[1.55071622]],[[1.35563044]],[[1.17458709]],[[0.94450794]],[[1.01217411]],[[1.10688328]],[[1.29709]],[[1.14560727]]
['PHLPP1'],[[0.89933563]],[[1.77987775]],[[1.73981452]],[[1.68979077]],[[2.03747234]],[[1.85082446]],[[1.5007544]],[[1.107679]],[[1.0515354]],[[0.97724816]],[[1.29305279]],[[1.30432611]],[[1.2307785]]
['RNF13'],[[0.84355165]],[[1.67466323]],[[1.67278085]],[[1.68055359]],[[1.68597131]],[[1.35483793]],[[1.08078784]],[[1.0409249]],[[0.79749814]],[[1.03816613]],[[0.88585402]],[[1.06898321]],[[0.93404843]]
['KAT6A'],[[0.92257956]],[[1.70267384]],[[1.72075405]],[[1.65580051]],[[1.64455303]],[[1.3918976]],[[1.13763543]],[[0.917303]],[[0.83146246]],[[0.82840047]],[[0.90003578]],[[1.07303356]],[[0.92346128]]
['ZCCHC6'],[[0.89681859]],[[1.41713471]],[[1.4319652]],[[1.42952905]],[[1.41907002]],[[1.31955135]],[[1.14997101]],[[1.02694261]],[[0.79842297]],[[0.86844736]],[[0.91864894]],[[1.05352649]],[[0.89573995]]
['ZNF586'],[[0.87476738]],[[1.41511932]],[[1.45831701]],[[1.50036651]],[[1.38425325]],[[1.08153085]],[[0.97131002]],[[0.97414157]],[[0.84719606]],[[0.8607046]],[[0.78956184]],[[0.9957137]],[[0.80394214]]
['CHMP2B'],[[0.87148436]],[[1.74177865]],[[1.63123631]],[[1.69720988]],[[1.62477941]],[[1.50339645]],[[1.14621255]],[[0.97103809]],[[0.72180049]],[[0.95282423]],[[0.81287659]],[[0.98415604]],[[0.86135611]]
['NCOA1'],[[0.90821925]],[[1.38389998]],[[1.44265859]],[[1.51371551]],[[1.55147975]],[[1.38341756]],[[1.27180288]],[[1.03032697]],[[0.91174045]],[[0.98018229]],[[0.9432456]],[[1.07087749]],[[0.95141836]]
['SLC25A24'],[[0.93608275]],[[1.80617561]],[[1.70833442]],[[1.8439343]],[[1.98838239]],[[1.89766785]],[[1.37041266]],[[1.06666842]],[[0.82574115]],[[1.04786414]],[[0.74627175]],[[0.90828394]],[[0.81548241]]
['PPEF1'],[[0.91829069]],[[1.94981857]],[[1.29761815]],[[1.95865993]],[[2.29635246]],[[1.11578419]],[[1.11862958]],[[1.34228982]],[[0.97621737]],[[0.91504122]],[[1.08396794]],[[1.25247097]],[[1.15801941]]
['PPP1R15A'],[[0.99386202]],[[1.72778134]],[[1.74202907]],[[1.59695915]],[[1.81534031]],[[1.66157621]],[[1.49918457]],[[1.0215068]],[[0.9435538]],[[1.0455675]],[[1.17579613]],[[1.37107176]],[[1.154719]]
['ERGIC2'],[[0.82089877]],[[1.59281104]],[[1.56329407]],[[1.61288417]],[[1.51608949]],[[1.20533536]],[[0.86916398]],[[0.9776232]],[[0.79299217]],[[0.96022982]],[[0.77877125]],[[0.87579575]],[[0.76387209]]
['SPTLC1'],[[0.90090024]],[[1.55869918]],[[1.56438429]],[[1.5671239]],[[1.52775283]],[[1.34796863]],[[1.10445856]],[[1.07818266]],[[0.86623659]],[[0.97997639]],[[0.91806536]],[[1.05942768]],[[0.94718502]]
['SLC7A8'],[[0.97358794]],[[0.86262728]],[[1.0895141]],[[1.12673021]],[[0.96589534]],[[0.58859892]],[[0.36733577]],[[0.69126557]],[[1.09178415]],[[1.10840694]],[[0.85714968]],[[1.28960086]],[[1.20202374]]
['MAST3'],[[1.04525615]],[[1.55676134]],[[1.57351135]],[[1.59466708]],[[1.67069366]],[[1.5766656]],[[1.38992931]],[[1.07322844]],[[1.04753559]],[[1.01228638]],[[1.23718218]],[[1.37717936]],[[1.23910706]]
['MKNK2'],[[0.98452992]],[[1.52608032]],[[1.55936325]],[[1.47181885]],[[1.54250656]],[[1.50180585]],[[1.3358639]],[[1.01042583]],[[1.17116654]],[[1.15503221]],[[1.05968541]],[[1.28619447]],[[1.08769678]]
['RBM23'],[[0.91324998]],[[1.47395987]],[[1.4874249]],[[1.46958153]],[[1.47326006]],[[1.37300509]],[[1.21496186]],[[1.03907638]],[[0.93826864]],[[0.93967498]],[[0.94969329]],[[1.0971692]],[[0.93678179]]
['NIN'],[[0.91737996]],[[1.53633889]],[[1.54173586]],[[1.57829663]],[[1.57569293]],[[1.60129973]],[[1.30975779]],[[1.08433227]],[[0.93532915]],[[0.90239927]],[[0.92723109]],[[1.06785961]],[[0.90331627]]
['SUSD6'],[[0.9657827]],[[1.60640551]],[[1.64221535]],[[1.61147434]],[[1.67771402]],[[1.63363113]],[[1.52296428]],[[1.11831856]],[[0.92698205]],[[0.94297624]],[[1.06551525]],[[1.23321144]],[[1.04102575]]
['GMPR2'],[[0.96959473]],[[1.54381974]],[[1.57668477]],[[1.49384239]],[[1.59405241]],[[1.55913203]],[[1.29949507]],[[1.06714166]],[[0.95356528]],[[0.9369779]],[[1.02392148]],[[1.22472206]],[[1.02563607]]
['MAP1LC3A'],[[1.01695755]],[[1.91536063]],[[2.18573232]],[[1.81574107]],[[1.88724648]],[[1.12164857]],[[1.0248072]],[[0.98892778]],[[1.00103887]],[[1.18199101]],[[0.90128248]],[[1.20422028]],[[1.06826003]]
['TBL1X'],[[0.9256609]],[[1.53036193]],[[1.48763569]],[[1.43366988]],[[1.45663301]],[[1.60211443]],[[1.36447427]],[[1.05528976]],[[0.95417862]],[[0.90313576]],[[0.95508571]],[[1.08868804]],[[0.94923716]]
['FNDC3A'],[[0.94318161]],[[1.71970948]],[[1.66817829]],[[1.5996902]],[[1.60907716]],[[1.26672266]],[[0.99505815]],[[1.09807536]],[[0.94034467]],[[1.05431441]],[[0.95151637]],[[1.05947946]],[[0.94894859]]
['KLF5'],[[0.95607051]],[[1.70030827]],[[1.67340014]],[[1.95823464]],[[1.97493797]],[[1.9626643]],[[1.36451119]],[[0.97467071]],[[0.90614032]],[[1.02507974]],[[1.02375312]],[[1.13335091]],[[0.95507754]]
['PARP4'],[[0.99839182]],[[1.64278675]],[[1.65502263]],[[1.67451474]],[[1.74547961]],[[1.69622572]],[[1.32936816]],[[1.06736214]],[[0.94662918]],[[0.94780792]],[[0.97187753]],[[1.09957974]],[[0.97029883]]
['SUPT20H'],[[0.88513729]],[[1.40580407]],[[1.46360677]],[[1.47981058]],[[1.46575244]],[[1.20813455]],[[1.03961567]],[[0.90260449]],[[0.80032843]],[[0.91418382]],[[0.85569211]],[[0.97738052]],[[0.86372267]]
['INTS6'],[[0.87889823]],[[1.60728621]],[[1.67168072]],[[1.74816269]],[[1.64044228]],[[1.18720969]],[[0.93178114]],[[0.88052317]],[[0.80177397]],[[0.89213359]],[[0.91097091]],[[1.01035142]],[[0.85927653]]
['DHRS12'],[[0.95926791]],[[1.54086449]],[[1.51781157]],[[1.64242783]],[[1.53752897]],[[1.39907832]],[[1.185562]],[[1.02956848]],[[0.72459582]],[[0.74566414]],[[0.78605051]],[[0.97327959]],[[0.84972307]]
['LYRM1'],[[0.9936765]],[[1.77107124]],[[1.78095262]],[[1.69299352]],[[1.6895701]],[[1.51721579]],[[1.31807777]],[[1.16527627]],[[0.95413998]],[[0.99024084]],[[0.93253751]],[[1.08412167]],[[0.92535719]]
['LONP2'],[[0.99694936]],[[1.51384907]],[[1.50033384]],[[1.53903759]],[[1.50710749]],[[1.07948272]],[[0.88525227]],[[0.97205681]],[[0.95131138]],[[0.95974403]],[[1.05071636]],[[1.14766679]],[[1.01312004]]
['N4BP1'],[[0.85876619]],[[1.55081212]],[[1.56033876]],[[1.55800273]],[[1.62334293]],[[1.53468146]],[[1.28627642]],[[0.91410946]],[[0.67513939]],[[0.84111745]],[[0.87932011]],[[1.05407303]],[[0.89044529]]
['USP10'],[[0.96475999]],[[1.24390292]],[[1.21585903]],[[1.22384022]],[[1.2153896]],[[1.33049745]],[[1.25133185]],[[1.12171803]],[[1.0695974]],[[1.03384848]],[[1.16453049]],[[1.24292837]],[[1.07131883]]
['BCKDK'],[[1.05099127]],[[1.8646405]],[[1.95372323]],[[1.85029893]],[[2.01930868]],[[1.79170385]],[[1.53913769]],[[1.24707693]],[[1.08040238]],[[1.12142637]],[[1.27113598]],[[1.44232753]],[[1.27648131]]
['NBN'],[[0.86085203]],[[1.54964803]],[[1.48202255]],[[1.5342677]],[[1.49544182]],[[1.22151553]],[[1.30101634]],[[1.15015592]],[[0.72180826]],[[0.91284422]],[[0.80971752]],[[0.90782428]],[[0.82294329]]
['UBE2W'],[[0.78201915]],[[1.55125698]],[[1.58826112]],[[1.47763962]],[[1.37727992]],[[1.21678729]],[[1.10313506]],[[1.01065137]],[[0.75828293]],[[0.89732219]],[[0.82432401]],[[0.91335561]],[[0.76213552]]
['EMC2'],[[0.7444533]],[[1.60558076]],[[1.72081946]],[[1.7708519]],[[1.43557605]],[[1.03419594]],[[0.92016151]],[[1.03097448]],[[0.76787113]],[[0.84914845]],[[0.78033576]],[[0.906427]],[[0.76711725]]
['ERI1'],[[1.03620456]],[[2.35944433]],[[2.51356744]],[[2.44638919]],[[2.32974779]],[[1.43495797]],[[1.03152628]],[[1.02280606]],[[0.86395728]],[[1.1280862]],[[0.96076035]],[[1.18417967]],[[1.0534991]]
['CCDC9'],[[1.06567285]],[[1.86702409]],[[1.87889718]],[[1.79691838]],[[1.70019937]],[[1.3473928]],[[1.15589534]],[[1.02068745]],[[1.03915862]],[[0.9418765]],[[0.99954626]],[[1.21589552]],[[1.01975851]]
['ELL'],[[0.96198619]],[[1.61041241]],[[1.57824715]],[[1.58818914]],[[1.68559574]],[[1.49050237]],[[1.32726432]],[[1.03850032]],[[0.97240621]],[[0.92798123]],[[0.98059856]],[[1.16766044]],[[0.96096726]]
['HBP1'],[[0.89687121]],[[1.48521466]],[[1.51460165]],[[1.44326185]],[[1.45252568]],[[1.365653]],[[1.17628924]],[[1.06351384]],[[0.8679282]],[[1.02265407]],[[0.87975712]],[[1.03855329]],[[0.87908749]]
['ZC3HAV1'],[[0.99457621]],[[1.86927174]],[[1.91975194]],[[1.87642335]],[[1.79547057]],[[1.1900648]],[[0.90924452]],[[0.91080666]],[[0.94827294]],[[0.93764216]],[[0.84590919]],[[1.06688541]],[[0.88886962]]
['COA1'],[[0.99345481]],[[1.23638312]],[[1.32910061]],[[1.33299055]],[[1.16087791]],[[0.68210125]],[[0.81850965]],[[0.96355661]],[[0.91472862]],[[0.98372709]],[[1.0822895]],[[1.24275651]],[[1.10826225]]
['SHOC2'],[[0.84106573]],[[1.5692709]],[[1.56166243]],[[1.56232482]],[[1.53966013]],[[1.38769263]],[[1.17510653]],[[1.1267754]],[[0.98193366]],[[1.10947268]],[[0.88338897]],[[0.98482464]],[[0.87283311]]
['TSPAN14'],[[1.1033707]],[[1.7316683]],[[1.75660544]],[[1.71446659]],[[1.78464572]],[[1.55880978]],[[1.25653625]],[[1.10918748]],[[1.02237111]],[[0.97887173]],[[1.10511748]],[[1.28183145]],[[1.1280596]]
['NUFIP2'],[[0.8661797]],[[1.57494005]],[[1.52515749]],[[1.50012886]],[[1.40140707]],[[1.13402908]],[[0.96074]],[[0.90760272]],[[0.78097845]],[[0.80309787]],[[0.86531904]],[[0.99903214]],[[0.86508436]]
['RAPGEFL1'],[[0.85053512]],[[1.43759106]],[[1.36292424]],[[1.49958656]],[[1.52001542]],[[1.28797548]],[[1.12570788]],[[1.06969526]],[[0.9791246]],[[0.74904582]],[[1.00565393]],[[1.12244755]],[[1.00611999]]
['MLX'],[[0.97309532]],[[1.68063363]],[[1.65936748]],[[1.63145937]],[[1.68563689]],[[1.57377813]],[[1.33347878]],[[1.14681701]],[[1.02853216]],[[1.05014271]],[[1.03340629]],[[1.19916504]],[[1.05766514]]
['IFT20'],[[0.9783137]],[[2.09611642]],[[2.05595754]],[[1.92663765]],[[1.80060066]],[[1.52583976]],[[1.24410952]],[[1.24633731]],[[1.22954783]],[[1.29368626]],[[1.05640787]],[[1.19819296]],[[1.05539567]]
['PHF12'],[[0.91795054]],[[1.3792022]],[[1.46301954]],[[1.53510461]],[[1.46227649]],[[1.37640388]],[[1.22538716]],[[1.01681073]],[[0.92536575]],[[0.89945924]],[[0.99046798]],[[1.10614481]],[[0.94075607]]
['ELF2'],[[0.88011246]],[[1.48543486]],[[1.55782792]],[[1.6946058]],[[1.5272245]],[[1.19578672]],[[1.09480761]],[[1.05535724]],[[0.93137471]],[[0.96019135]],[[0.93809334]],[[1.07591034]],[[0.92627458]]
['NUP98'],[[0.89787948]],[[1.45194015]],[[1.51190663]],[[1.50603191]],[[1.46730295]],[[1.23710011]],[[1.15680282]],[[1.07331274]],[[1.16727782]],[[1.14736539]],[[0.96658188]],[[1.1102752]],[[0.95080495]]
['ARPC3'],[[0.87670508]],[[1.74171773]],[[1.73483742]],[[1.64066961]],[[1.63557169]],[[1.73150842]],[[1.39050314]],[[1.20237785]],[[0.8807457]],[[0.98878549]],[[0.87761911]],[[1.02157652]],[[0.87713488]]
['UHRF1BP1L'],[[0.74514042]],[[1.43953045]],[[1.37095818]],[[1.43228292]],[[1.38942965]],[[1.47210635]],[[1.28108748]],[[1.14391958]],[[0.79027033]],[[0.94552066]],[[0.86271859]],[[0.99014862]],[[0.84960951]]
['CLEC4A'],[[0.72044195]],[[1.35870489]],[[1.33453647]],[[1.39260261]],[[1.19858951]],[[1.55944236]],[[1.65055048]],[[1.41817963]],[[0.72904975]],[[0.70433133]],[[0.82974423]],[[0.93783779]],[[0.79624389]]
['SERINC1'],[[0.82463932]],[[1.6008025]],[[1.58845221]],[[1.5297331]],[[1.5971391]],[[1.39655777]],[[1.18509629]],[[1.03775101]],[[0.79590842]],[[0.94117137]],[[0.75001771]],[[0.92543693]],[[0.80185668]]
['PTP4A1'],[[0.8948907]],[[2.01698933]],[[1.94296248]],[[1.84693139]],[[1.65981835]],[[1.49498535]],[[1.24313917]],[[1.19374191]],[[0.92601914]],[[1.06255951]],[[0.98655594]],[[1.13071675]],[[0.9891989]]
['TMEM30A'],[[0.84636261]],[[1.65422519]],[[1.64802868]],[[1.56274992]],[[1.62933403]],[[1.43907813]],[[1.1698909]],[[1.02985184]],[[0.74220854]],[[0.95312906]],[[0.88798031]],[[1.02402388]],[[0.90698619]]
['BRD8'],[[0.88459872]],[[1.40138657]],[[1.34906923]],[[1.40791118]],[[1.34384706]],[[1.09586211]],[[1.03432479]],[[0.85985928]],[[0.75908736]],[[0.84279173]],[[0.90231157]],[[1.04607376]],[[0.91778219]]
['CLK4'],[[0.8276221]],[[1.54594008]],[[1.49434168]],[[1.66886512]],[[1.51501838]],[[1.17230326]],[[0.99556246]],[[1.00441654]],[[0.82836438]],[[0.86500551]],[[0.84818792]],[[0.95341748]],[[0.8280894]]
['FAM172A'],[[0.865066]],[[1.42767831]],[[1.56766418]],[[1.63105735]],[[1.6101333]],[[1.12650247]],[[0.98051397]],[[1.06019208]],[[0.75491111]],[[0.85109797]],[[0.82399952]],[[0.95621671]],[[0.82265257]]
['ABCC5'],[[0.88588967]],[[1.54673479]],[[1.55561519]],[[1.4664355]],[[1.28715581]],[[0.96476455]],[[0.94797029]],[[1.10212415]],[[1.08845437]],[[1.02771993]],[[0.95190348]],[[1.03195746]],[[0.91182639]]
['SF3B6'],[[0.96731831]],[[1.69432229]],[[1.67496976]],[[1.54968692]],[[1.52543088]],[[1.44771984]],[[1.31469641]],[[1.15735637]],[[1.00008635]],[[1.15165448]],[[0.90917335]],[[1.11966078]],[[0.93909805]]
['CYTIP'],[[0.88739115]],[[1.59103246]],[[1.64439473]],[[1.54634516]],[[1.5760816]],[[1.24020456]],[[1.06421917]],[[0.9631613]],[[0.82109671]],[[0.89364909]],[[0.83689997]],[[0.99201994]],[[0.84070424]]
['ITGB6'],[[0.82190209]],[[1.93651552]],[[1.95720685]],[[1.73772128]],[[1.82023455]],[[0.68181805]],[[1.06684249]],[[0.85382339]],[[1.04546417]],[[0.83830145]],[[0.89277382]],[[0.98407918]],[[0.91795015]]
['STRN'],[[0.89842864]],[[1.67160515]],[[1.71668636]],[[1.71643353]],[[1.70276975]],[[1.20860679]],[[1.05509051]],[[0.96930295]],[[0.88502705]],[[0.92779356]],[[0.84625035]],[[0.96149802]],[[0.86242642]]
['PLCL1'],[[0.88927371]],[[1.62212476]],[[1.49907402]],[[1.42035169]],[[1.33871938]],[[0.92160165]],[[0.87731244]],[[1.00605392]],[[0.93196067]],[[0.89787334]],[[0.8555667]],[[1.06427596]],[[0.94754724]]
['LRRC42'],[[0.86396591]],[[1.93680764]],[[1.89917425]],[[1.75718623]],[[1.7974856]],[[1.3555516]],[[1.02433328]],[[0.93602281]],[[0.92230219]],[[0.96848829]],[[1.00348566]],[[1.09744522]],[[0.98993371]]
['STXBP3'],[[0.87579553]],[[1.63537076]],[[1.58058581]],[[1.59098853]],[[1.53442982]],[[1.44716126]],[[1.30818194]],[[1.15184926]],[[0.8921928]],[[1.00663267]],[[0.85802775]],[[1.01315191]],[[0.85689104]]
['TSNAX'],[[0.97944767]],[[1.86493266]],[[1.91549461]],[[1.80090965]],[[1.85907054]],[[1.48347391]],[[1.21293678]],[[1.08590512]],[[0.9939624]],[[1.02537342]],[[0.99375501]],[[1.13380515]],[[0.99496461]]
['LGALS8'],[[0.88948528]],[[1.97003542]],[[2.02708359]],[[1.95607903]],[[1.8214221]],[[1.31563437]],[[1.06456104]],[[1.03895358]],[[0.90790338]],[[0.87309016]],[[0.87125693]],[[1.00813132]],[[0.87942669]]
['ZNF684'],[[1.2885167]],[[1.84996728]],[[1.73460003]],[[1.55793042]],[[1.39561678]],[[0.95845661]],[[0.79116279]],[[0.97783058]],[[0.91862385]],[[0.86402172]],[[1.02669719]],[[1.26554886]],[[1.07326462]]
