['FGR'],[[0.95967921]],[[1.79533138]],[[1.89494063]],[[2.17730338]],[[1.99702493]],[[1.9766515]],[[1.69192102]],[[1.38017365]],[[1.23067928]],[[1.22896934]],[[1.08128649]],[[1.21379349]],[[1.05527066]]
['PPP1R12A'],[[1.12031338]],[[1.92292613]],[[1.85549191]],[[2.26185803]],[[2.05780818]],[[1.77807077]],[[1.28558055]],[[1.18516674]],[[1.110595]],[[0.94167291]],[[1.01052511]],[[1.07979793]],[[0.99315504]]
['TBXAS1'],[[1.17614576]],[[2.23119713]],[[2.29694079]],[[2.42839096]],[[2.17043203]],[[1.81627483]],[[1.54625025]],[[1.43641745]],[[1.19461589]],[[1.16298182]],[[1.05327833]],[[1.18527274]],[[0.98496152]]
['LPAR2'],[[1.17258549]],[[1.93024221]],[[2.15537856]],[[2.19637069]],[[1.85622954]],[[1.7724038]],[[1.56013106]],[[1.37913562]],[[1.07690058]],[[0.95509529]],[[1.05468679]],[[1.0207173]],[[0.66107215]]
['CNN2'],[[0.93576664]],[[1.54691697]],[[1.54520647]],[[2.22117209]],[[1.98907141]],[[1.431598]],[[1.18049018]],[[1.02615789]],[[0.96040012]],[[1.02742118]],[[0.95984805]],[[1.11566651]],[[0.98057419]]
['FAR2'],[[1.2529409]],[[2.42268053]],[[2.30811854]],[[2.2058458]],[[1.98786676]],[[1.93152775]],[[1.85456222]],[[1.72210342]],[[1.41336412]],[[1.15658224]],[[1.08498437]],[[1.26962698]],[[0.91813819]]
['GNAI3'],[[0.92319648]],[[1.70710104]],[[1.63493686]],[[1.97681257]],[[1.79585714]],[[1.66075916]],[[1.45492532]],[[1.29953494]],[[1.14136677]],[[0.95802115]],[[1.03653407]],[[1.0781748]],[[0.92735179]]
['OAT'],[[0.98996796]],[[1.74842013]],[[1.67031621]],[[2.17698792]],[[2.03287509]],[[1.6587805]],[[1.29814097]],[[1.07115713]],[[1.24804858]],[[1.20639569]],[[0.98393453]],[[1.12730411]],[[1.12027333]]
['PYGM'],[[1.05097363]],[[1.89921561]],[[2.01020953]],[[2.05138477]],[[1.60131306]],[[1.53010801]],[[1.56418961]],[[1.57744698]],[[1.17552843]],[[0.84657119]],[[1.08113222]],[[0.8530621]],[[0.52666519]]
['NEDD4'],[[1.06351298]],[[1.83640274]],[[1.73836999]],[[1.90440944]],[[1.87644985]],[[1.79172957]],[[1.21609086]],[[1.02915714]],[[1.1515075]],[[0.99262664]],[[0.96278316]],[[1.04591624]],[[1.2037085]]
['CLTCL1'],[[1.35791463]],[[1.9660649]],[[1.97453804]],[[1.96747077]],[[1.69256925]],[[1.6337953]],[[1.17691404]],[[1.24460111]],[[1.13476879]],[[1.20658448]],[[0.96638066]],[[0.9830803]],[[0.83811646]]
['WIPI1'],[[1.14549752]],[[1.65239183]],[[1.65118663]],[[1.85375879]],[[1.66468848]],[[1.58130123]],[[1.11572874]],[[1.19149627]],[[1.32652245]],[[1.3623391]],[[1.14544278]],[[1.23114656]],[[1.15021569]]
['NDST1'],[[1.24335315]],[[1.83211737]],[[1.73675362]],[[1.86089231]],[[1.64161319]],[[1.30480906]],[[0.98031788]],[[1.12270941]],[[1.0691047]],[[1.19479497]],[[0.98946008]],[[1.08522978]],[[1.12679736]]
['ST6GALNAC2'],[[1.17907008]],[[2.03931081]],[[2.32907928]],[[2.38451442]],[[2.04977792]],[[1.57011303]],[[1.331735]],[[1.26172474]],[[0.99628255]],[[1.00565643]],[[0.9927725]],[[1.16523538]],[[0.75052513]]
['CYBRD1'],[[1.05319277]],[[2.3994056]],[[2.23435636]],[[1.82913521]],[[1.60567226]],[[1.73800692]],[[1.25586763]],[[1.1860838]],[[1.24153873]],[[1.15868572]],[[1.0101394]],[[1.27750827]],[[1.11840114]]
['ACTN1'],[[1.11459625]],[[1.6555076]],[[1.76205331]],[[2.16069555]],[[1.94530576]],[[1.74580731]],[[1.33668081]],[[1.31755674]],[[1.21341347]],[[1.14305445]],[[1.02582641]],[[1.1468311]],[[1.04541925]]
['P4HA2'],[[0.82501402]],[[2.0132597]],[[1.91991585]],[[2.40252851]],[[1.98229425]],[[1.8152144]],[[1.89103887]],[[1.43496776]],[[1.17170582]],[[1.3242875]],[[0.86208011]],[[1.05892488]],[[0]]
['TMEM38A'],[[0.84343356]],[[1.46832961]],[[1.50889484]],[[2.06826717]],[[1.81332807]],[[1.12452438]],[[1.20257973]],[[1.2895353]],[[1.14863059]],[[1.56511747]],[[0.88540425]],[[1.12012589]],[[1.10671706]]
['PANX2'],[[1.01557433]],[[1.72561701]],[[1.78580733]],[[2.10167463]],[[1.77753797]],[[1.34056921]],[[0.91341189]],[[0.91413226]],[[0.82198575]],[[0.88763367]],[[0.91369888]],[[1.06665059]],[[0.76056502]]
['EIF4G3'],[[1.13030736]],[[1.66266423]],[[1.74185758]],[[2.03902224]],[[1.86388989]],[[1.51702752]],[[1.24830901]],[[1.21401167]],[[1.16944302]],[[1.15418557]],[[1.05280034]],[[1.0987988]],[[1.08570506]]
['SLC25A40'],[[0.86077557]],[[1.76599473]],[[1.5762014]],[[2.09537057]],[[1.93296441]],[[1.48520165]],[[1.09202343]],[[1.05025238]],[[0.96264055]],[[1.08083979]],[[0.9311638]],[[1.00758341]],[[0.92792209]]
['PLD1'],[[1.10818382]],[[1.85924829]],[[1.94159242]],[[2.23244141]],[[2.0017795]],[[1.73554926]],[[1.38172221]],[[1.15270148]],[[1.22418409]],[[1.10970052]],[[0.93731188]],[[1.16432137]],[[1.09095361]]
['STXBP2'],[[1.06073918]],[[1.63131102]],[[1.66705295]],[[2.03882975]],[[1.79532056]],[[1.74407243]],[[1.53561742]],[[1.43271045]],[[1.27433125]],[[1.23155556]],[[1.08055478]],[[1.13681498]],[[1.04532861]]
['DGKD'],[[1.08474357]],[[1.64849928]],[[1.66833753]],[[1.78553337]],[[1.54155454]],[[1.48804265]],[[1.21458028]],[[1.19844763]],[[1.08226859]],[[1.05967625]],[[1.03454602]],[[1.0369133]],[[0.96388788]]
['ACER3'],[[0.88229958]],[[1.53355429]],[[1.49680648]],[[1.9005367]],[[1.77837597]],[[1.67103684]],[[1.567474]],[[1.21384068]],[[1.29846599]],[[1.24648137]],[[0.89860713]],[[0.96914021]],[[1.11132315]]
['NRDC'],[[1.16690125]],[[2.08872454]],[[2.08630187]],[[2.30922437]],[[2.0994822]],[[1.81912278]],[[1.40263192]],[[1.28687781]],[[1.20487839]],[[1.07795398]],[[1.05294098]],[[1.13860406]],[[1.00499033]]
['PGM1'],[[1.01443421]],[[1.57269361]],[[1.54169171]],[[2.02334724]],[[1.88660531]],[[1.51892966]],[[1.10158454]],[[1.00641989]],[[0.92527295]],[[1.01632235]],[[0.96087973]],[[1.08409173]],[[1.07597344]]
['PLOD1'],[[1.14581679]],[[2.00325593]],[[1.95217145]],[[2.29015886]],[[2.10650551]],[[1.58146809]],[[1.38077547]],[[1.3356953]],[[1.32763882]],[[1.25932223]],[[1.10477309]],[[1.21162293]],[[1.13039375]]
['SSH1'],[[0.99155913]],[[1.51931174]],[[1.55504625]],[[2.18228491]],[[1.92927987]],[[1.68265374]],[[1.31161254]],[[1.25318586]],[[1.1030752]],[[1.0539028]],[[0.95788766]],[[1.06036034]],[[1.05023345]]
['APLP2'],[[0.99520522]],[[1.51876387]],[[1.45014537]],[[1.93044234]],[[1.73489718]],[[1.56424161]],[[1.44049264]],[[1.31134651]],[[1.17292631]],[[1.21932917]],[[0.93486503]],[[1.17973692]],[[1.1289324]]
['CD82'],[[0.97794097]],[[1.28136791]],[[1.32799806]],[[1.69263114]],[[1.57904094]],[[1.53132563]],[[1.24614529]],[[1.19232258]],[[1.10729868]],[[0.98610587]],[[1.00236266]],[[1.15263051]],[[0.96804711]]
['SNX10'],[[1.08029213]],[[2.09752559]],[[1.93723401]],[[2.45657056]],[[2.25588128]],[[1.89416829]],[[1.52430252]],[[1.2655428]],[[1.16115728]],[[1.08230573]],[[1.0443986]],[[1.17701912]],[[1.13139451]]
['LAT2'],[[1.07944914]],[[1.87646816]],[[1.90259544]],[[2.3135875]],[[2.12303234]],[[1.6545406]],[[1.28265611]],[[1.17387032]],[[1.08263449]],[[1.07336846]],[[0.96711391]],[[1.17650815]],[[0.93813852]]
['TRIP6'],[[0.92593877]],[[1.65646486]],[[1.82633521]],[[2.05884827]],[[1.74502362]],[[1.48938154]],[[1.34342813]],[[1.1242933]],[[0.78237982]],[[1.01150973]],[[0.98769648]],[[1.04205316]],[[0.89748679]]
['LPCAT2'],[[0.98639407]],[[1.78215743]],[[1.67056433]],[[2.19390243]],[[2.00615992]],[[1.96069323]],[[1.38740173]],[[1.15280036]],[[1.12781772]],[[1.1476001]],[[0.86951994]],[[1.0653773]],[[1.05080575]]
['RFX2'],[[1.07958662]],[[1.43513232]],[[1.74940121]],[[2.11022005]],[[1.8373053]],[[2.50878897]],[[2.29362591]],[[1.78133352]],[[1.33102176]],[[0.90616756]],[[1.02119019]],[[1.17472105]],[[0.63610552]]
['NSFL1C'],[[1.35455817]],[[2.18051788]],[[2.32807406]],[[2.35874608]],[[2.06056817]],[[1.7591813]],[[1.29751736]],[[1.2695318]],[[1.1850151]],[[0.9819374]],[[1.12853007]],[[1.09392325]],[[0.93075171]]
['PXN'],[[1.05419367]],[[1.65191287]],[[1.75128901]],[[2.14708109]],[[1.89681981]],[[1.64931214]],[[1.33652901]],[[1.14050966]],[[1.01908565]],[[1.05048081]],[[1.02407971]],[[1.12639769]],[[0.98814953]]
['GMIP'],[[1.09992907]],[[1.74016671]],[[1.85249438]],[[2.0932215]],[[1.82079931]],[[1.61138186]],[[1.38878857]],[[1.24851119]],[[1.03046539]],[[1.01568763]],[[1.00383783]],[[1.0078285]],[[0.83964408]]
['MAEA'],[[1.13162129]],[[1.77161449]],[[1.83176882]],[[2.11361046]],[[1.81951539]],[[1.66317756]],[[1.26515682]],[[1.10655826]],[[0.96355849]],[[0.98779398]],[[1.03627341]],[[0.99279093]],[[0.79293885]]
['OSBPL8'],[[1.04716121]],[[1.84650139]],[[1.63943219]],[[2.18816673]],[[2.09670326]],[[1.63243564]],[[1.38233849]],[[1.16962341]],[[1.18125903]],[[0.98521352]],[[0.98129216]],[[1.15859872]],[[1.0528958]]
['CMTM6'],[[1.03877248]],[[2.20438184]],[[1.92924148]],[[2.38820395]],[[2.26759788]],[[1.79845213]],[[1.42244786]],[[1.23900425]],[[1.15182734]],[[1.09555124]],[[0.96806693]],[[1.17662718]],[[1.10611252]]
['PPP2R3C'],[[1.25475411]],[[2.19877977]],[[2.06339324]],[[2.34744432]],[[2.20438654]],[[1.78150336]],[[1.41901402]],[[1.31793727]],[[1.28668978]],[[1.14859562]],[[1.12235136]],[[1.32842707]],[[1.2001094]]
['UNC13D'],[[1.05790568]],[[1.44891586]],[[1.55877032]],[[1.88596993]],[[1.65520201]],[[1.40295191]],[[1.25278807]],[[1.2048627]],[[1.08115661]],[[1.05483423]],[[1.02603037]],[[1.02256727]],[[0.90449932]]
['LRRFIP2'],[[1.09645975]],[[1.91647322]],[[1.99971889]],[[2.25320804]],[[2.07710574]],[[1.71647797]],[[1.28960073]],[[1.20759948]],[[1.1541147]],[[1.13822537]],[[1.07635426]],[[1.05593956]],[[1.06362337]]
['NANS'],[[0.83144072]],[[1.91812152]],[[1.86737291]],[[2.16878843]],[[1.97692174]],[[1.48306763]],[[1.25648319]],[[0.97133104]],[[0.9924844]],[[1.26136174]],[[0.95233774]],[[1.04992391]],[[1.06377996]]
['GTPBP1'],[[1.02223151]],[[1.76280581]],[[1.9538025]],[[2.28034049]],[[1.97423872]],[[1.41615674]],[[0.9666492]],[[1.03257]],[[1.14181921]],[[1.11195189]],[[0.99808609]],[[1.00910782]],[[0.95417608]]
['TOM1'],[[1.0407327]],[[1.80806057]],[[1.87132793]],[[1.98501552]],[[1.75053468]],[[1.60408681]],[[1.31369726]],[[1.16138714]],[[1.04523359]],[[1.10502498]],[[1.03119825]],[[1.04244264]],[[0.88848776]]
['THOC5'],[[0.98604905]],[[1.89863721]],[[1.92193839]],[[2.19026241]],[[1.901026]],[[1.68882091]],[[1.41096023]],[[1.21217431]],[[1.09901602]],[[0.94159194]],[[0.98945608]],[[1.06564356]],[[0.87025921]]
['CSF2RB'],[[0.92579308]],[[1.89982693]],[[1.9379029]],[[2.26986605]],[[2.03087261]],[[1.59712111]],[[1.39825807]],[[1.13292412]],[[1.02235631]],[[1.15967615]],[[1.01906126]],[[1.11086248]],[[0.95906604]]
['PRMT5'],[[1.0567329]],[[2.26396266]],[[2.43797448]],[[2.29252297]],[[1.82306271]],[[2.03790988]],[[1.76656084]],[[1.30624937]],[[1.1879393]],[[1.18808647]],[[1.13633975]],[[1.22772548]],[[1.09044042]]
['RIN3'],[[1.24397039]],[[1.72277788]],[[1.7074294]],[[2.07399297]],[[1.8446742]],[[1.46707694]],[[1.27842595]],[[1.12132187]],[[1.10690229]],[[1.13221153]],[[1.00755884]],[[1.097847]],[[1.03750661]]
['C20orf24'],[[0.94532394]],[[1.46621497]],[[1.50541985]],[[2.08724104]],[[1.88207572]],[[1.55766843]],[[1.30773587]],[[1.08623113]],[[1.03916063]],[[1.25701573]],[[1.06089841]],[[1.0856004]],[[1.0379083]]
['TPD52L2'],[[1.01595049]],[[1.57335512]],[[1.6084878]],[[1.9179314]],[[1.68157081]],[[1.60949641]],[[1.24744767]],[[1.17913573]],[[1.04077408]],[[1.05109553]],[[0.96008147]],[[1.06506437]],[[0.91484135]]
['DNAJC5'],[[0.97914791]],[[1.4206017]],[[1.42913515]],[[1.84469939]],[[1.63384459]],[[1.45435253]],[[1.23994351]],[[1.13614636]],[[1.04241793]],[[1.08527313]],[[0.9929703]],[[1.06982807]],[[1.02392652]]
['RASSF2'],[[1.05989337]],[[1.91139713]],[[1.85073776]],[[2.18852061]],[[2.00166883]],[[1.71685624]],[[1.38225032]],[[1.23896824]],[[1.09623801]],[[1.06171306]],[[0.98942694]],[[1.18227447]],[[1.01625672]]
['SIRPB1'],[[1.06113436]],[[1.90260694]],[[1.88965206]],[[2.36775299]],[[2.13292167]],[[1.98939252]],[[1.6104977]],[[1.3780586]],[[1.16067415]],[[1.11222118]],[[1.00843535]],[[1.12386961]],[[0.96804191]]
['DNTTIP1'],[[1.06705487]],[[1.84227277]],[[1.79649843]],[[2.18944587]],[[1.95914362]],[[1.61681426]],[[1.38412252]],[[1.23387104]],[[1.03562757]],[[1.07497796]],[[1.03932544]],[[1.18912581]],[[0.90895637]]
['ZNF516'],[[1.21783389]],[[1.71403634]],[[1.72555936]],[[2.08754035]],[[1.8241135]],[[1.80764582]],[[1.49002196]],[[1.40069134]],[[1.18154885]],[[1.04090286]],[[1.05585983]],[[1.10704763]],[[0.88129502]]
['PLP2'],[[0.87934615]],[[1.2677842]],[[1.26541487]],[[1.80162654]],[[1.6441641]],[[1.68225759]],[[1.40089281]],[[1.15865831]],[[1.03722664]],[[1.09980472]],[[0.89563481]],[[1.05160168]],[[1.01738191]]
['KCND1'],[[1.08314806]],[[1.64091894]],[[1.97472625]],[[2.21240975]],[[1.80690967]],[[1.26669726]],[[1.01836806]],[[1.25743129]],[[1.01284225]],[[0.93342003]],[[0.97342482]],[[1.1063946]],[[0.88695933]]
['PGK1'],[[0.96636651]],[[1.62186663]],[[1.60087175]],[[2.04280611]],[[1.91787774]],[[1.73741633]],[[1.44408327]],[[1.21328601]],[[1.14834741]],[[1.20972749]],[[1.0431447]],[[1.12405927]],[[1.14861844]]
['RP2'],[[0.95477968]],[[2.06908086]],[[1.87476555]],[[2.29979351]],[[2.16066716]],[[1.80423969]],[[1.49425]],[[1.23668707]],[[1.11703995]],[[1.10220429]],[[0.90654725]],[[1.15335112]],[[1.03912532]]
['DNAJC3'],[[1.08085913]],[[1.81661348]],[[1.69306993]],[[2.16049167]],[[2.06986993]],[[1.95197371]],[[1.5132007]],[[1.2144868]],[[1.14260014]],[[1.11551305]],[[0.96634312]],[[1.15288685]],[[1.07355781]]
['MGRN1'],[[1.18633794]],[[1.93210872]],[[2.03143551]],[[2.12334221]],[[1.80478688]],[[1.49568808]],[[1.14420365]],[[1.17743192]],[[1.02384093]],[[1.07568529]],[[1.02159605]],[[1.02739092]],[[0.89680072]]
['MAPK3'],[[0.98387582]],[[1.51103635]],[[1.55558364]],[[2.02052344]],[[1.78131583]],[[1.5703836]],[[1.29925279]],[[1.20028303]],[[1.05653145]],[[1.08389713]],[[0.93949146]],[[1.02665209]],[[0.90422023]]
['GDPD3'],[[1.10654643]],[[1.58676139]],[[1.8054668]],[[2.21974203]],[[1.81059051]],[[1.73917014]],[[1.52662857]],[[1.43613387]],[[1.32665456]],[[0.923562]],[[1.11186956]],[[0.92186087]],[[0.58995767]]
['NECAB2'],[[1.23037494]],[[1.99027668]],[[2.0798441]],[[2.09534164]],[[1.75275467]],[[1.39964946]],[[1.22112872]],[[1.47540764]],[[1.28199319]],[[0.94476589]],[[1.15476784]],[[1.11154007]],[[0.93393158]]
['MEFV'],[[1.00446805]],[[1.72081919]],[[1.77087621]],[[2.17269366]],[[1.93060901]],[[1.76976912]],[[1.49805897]],[[1.31901789]],[[1.12348639]],[[1.07172159]],[[1.07222352]],[[1.19583678]],[[0.96468225]]
['ZNF106'],[[1.10704587]],[[1.8294433]],[[1.71549992]],[[2.12577638]],[[1.93881789]],[[1.82582247]],[[1.48895439]],[[1.26199896]],[[1.11310527]],[[1.11600928]],[[0.9705393]],[[1.15240305]],[[1.10908497]]
['CPQ'],[[1.20132637]],[[1.98161612]],[[1.98662858]],[[2.22727275]],[[1.93352451]],[[1.57399332]],[[1.40393271]],[[1.36761754]],[[1.15780791]],[[0.99469365]],[[1.05361984]],[[1.18688859]],[[0.92399622]]
['TRPS1'],[[1.0235987]],[[1.40707426]],[[1.61658445]],[[2.19085513]],[[2.01152893]],[[1.82415206]],[[1.3672873]],[[1.36516353]],[[1.19390975]],[[1.1776384]],[[1.13420459]],[[1.10165221]],[[1.11918234]]
['ASAH1'],[[1.14313913]],[[1.95865326]],[[1.88466152]],[[2.1119742]],[[1.87844538]],[[1.85763576]],[[1.49019587]],[[1.33576882]],[[1.19886902]],[[1.14305955]],[[1.01836065]],[[1.20876065]],[[1.0767316]]
['FCGRT'],[[1.04872771]],[[1.62296239]],[[1.70133464]],[[1.94819749]],[[1.72960006]],[[1.57620844]],[[1.37610285]],[[1.2888641]],[[1.08824651]],[[1.12104394]],[[1.03644649]],[[1.13689335]],[[0.96859407]]
['RAB3D'],[[1.04117569]],[[1.94373998]],[[1.83811868]],[[2.29219346]],[[2.09249559]],[[1.75746601]],[[1.41869338]],[[1.2651817]],[[1.1281101]],[[1.13219975]],[[0.97932543]],[[1.1564664]],[[1.01802881]]
['PLPPR2'],[[1.0347829]],[[1.6646858]],[[1.71072753]],[[2.12012968]],[[1.86165523]],[[1.50634319]],[[1.18332743]],[[1.12126269]],[[1.02699907]],[[0.99100381]],[[1.00504719]],[[1.11249151]],[[0.83563733]]
['MOSPD3'],[[0.94781262]],[[1.06508748]],[[1.17021064]],[[1.57505234]],[[1.47046618]],[[1.10207906]],[[1.04020444]],[[0.97683995]],[[1.05538053]],[[1.11098862]],[[0.98796289]],[[1.05945454]],[[1.05168029]]
['IMPDH1'],[[0.98612435]],[[1.74391199]],[[1.85741371]],[[2.30237163]],[[2.12375683]],[[1.90003023]],[[1.54061981]],[[1.26621618]],[[1.10366517]],[[1.10978464]],[[1.00829529]],[[1.14564484]],[[0.92522753]]
['UBE2R2'],[[0.99359416]],[[1.75599976]],[[1.73194634]],[[2.26289586]],[[2.07586027]],[[1.73713768]],[[1.46538007]],[[1.22773574]],[[1.15877545]],[[1.06902336]],[[0.97977874]],[[1.16705427]],[[1.04223518]]
['MAP3K8'],[[1.19425575]],[[1.96535944]],[[2.06384389]],[[2.02676598]],[[1.82445874]],[[1.82144163]],[[1.46511988]],[[1.29064264]],[[1.27688399]],[[1.05766899]],[[1.08877108]],[[1.14018151]],[[1.11577707]]
['P2RX1'],[[1.14298782]],[[1.81310969]],[[1.82065279]],[[1.99836876]],[[1.7428502]],[[1.62015733]],[[1.33030066]],[[1.46109733]],[[1.2599289]],[[1.14572646]],[[1.06609364]],[[0.98883562]],[[1.01082774]]
['GALK1'],[[0.89200172]],[[1.55983545]],[[1.71768149]],[[1.94537105]],[[1.82231123]],[[1.5670573]],[[1.39386714]],[[1.18228027]],[[1.13302714]],[[1.18599875]],[[1.13152479]],[[1.07618682]],[[1.07857588]]
['DUSP3'],[[0.84240928]],[[1.67479141]],[[1.74255506]],[[1.86489677]],[[1.67337042]],[[1.74982827]],[[1.51851817]],[[1.35603509]],[[1.23117071]],[[1.36586158]],[[1.00601629]],[[0.96783632]],[[1.17462907]]
['PRKAR1A'],[[1.02935465]],[[1.73628094]],[[1.55635964]],[[2.04538889]],[[1.8720014]],[[1.58514682]],[[1.28433881]],[[1.10244274]],[[1.06961817]],[[1.08576639]],[[0.96879406]],[[1.11115608]],[[1.06953798]]
['CHIC2'],[[1.11032939]],[[1.93909351]],[[1.9268368]],[[2.1711885]],[[2.04952799]],[[1.52108008]],[[1.17866952]],[[1.25039649]],[[1.08700664]],[[0.97382909]],[[0.98646329]],[[1.15035537]],[[0.92407744]]
['UBE2D3'],[[1.01256246]],[[1.76963454]],[[1.66875513]],[[2.06171524]],[[1.86996143]],[[1.39473319]],[[1.11997698]],[[1.1038306]],[[1.1486854]],[[1.09271833]],[[1.04067339]],[[1.05411721]],[[1.06908805]]
['GALNT7'],[[1.05287636]],[[1.7145935]],[[1.59471113]],[[1.93884511]],[[1.71676277]],[[1.50655511]],[[1.33597026]],[[1.1986556]],[[1.08191453]],[[1.01109755]],[[1.01369391]],[[1.07804474]],[[0.97483363]]
['HTATIP2'],[[1.1336087]],[[1.85469147]],[[1.73968118]],[[2.15359346]],[[1.90158698]],[[1.51456487]],[[1.29279714]],[[1.26367535]],[[1.1681699]],[[1.1146659]],[[0.96826921]],[[1.1237784]],[[1.05474433]]
['MS4A6A'],[[0.88455087]],[[1.74800253]],[[1.87793976]],[[2.27698311]],[[2.16652286]],[[2.15949094]],[[1.63084948]],[[1.39516565]],[[1.26073732]],[[1.35030586]],[[1.11375867]],[[1.22308848]],[[1.12200757]]
['RNF141'],[[0.94221267]],[[1.88413286]],[[1.82009967]],[[2.18861652]],[[2.04673317]],[[1.92463525]],[[1.35076871]],[[1.09271575]],[[1.04417482]],[[1.05177635]],[[0.94437093]],[[1.27051561]],[[0.92024898]]
['CBL'],[[1.06337098]],[[1.71146821]],[[1.64721216]],[[1.99746136]],[[1.81144559]],[[1.77505888]],[[1.46099044]],[[1.25361699]],[[1.06171332]],[[1.04693113]],[[0.98951305]],[[1.12728698]],[[1.01117386]]
['NECTIN1'],[[1.08872835]],[[1.31664503]],[[1.32217456]],[[1.69730155]],[[1.40762267]],[[1.38580404]],[[1.07939477]],[[0.98851012]],[[0.99073176]],[[1.03025229]],[[0.93378148]],[[1.14918962]],[[1.00079789]]
['TCIRG1'],[[1.15989504]],[[1.65361623]],[[1.78172516]],[[2.13855065]],[[1.82336302]],[[1.46293438]],[[1.32378363]],[[1.24985823]],[[1.07166972]],[[1.11842979]],[[1.05614973]],[[1.00324627]],[[0.81243453]]
