['FGR'],[[0.9974933]],[[1.98522453]],[[2.15190079]],[[2.18109846]],[[2.34342703]],[[2.27836251]],[[2.05967906]],[[1.91883861]],[[1.36077981]],[[1.39650842]],[[1.21187447]],[[1.20226328]],[[1.21426891]]
['WWC3'],[[0.98195462]],[[1.96588118]],[[2.02204813]],[[2.01193356]],[[2.01490508]],[[1.59448702]],[[1.57545085]],[[1.69414529]],[[1.61782551]],[[1.54674864]],[[1.28878137]],[[1.18449729]],[[1.22522432]]
['HEBP2'],[[1.03661939]],[[2.06759726]],[[2.08451474]],[[2.09671167]],[[2.10064599]],[[1.86594474]],[[1.73189792]],[[1.53782258]],[[1.22369699]],[[1.22161991]],[[1.11482826]],[[1.09061463]],[[1.02311079]]
['PPP1R12A'],[[1.06194154]],[[2.02688043]],[[1.91614186]],[[2.0508375]],[[2.08640066]],[[1.9289897]],[[1.64511675]],[[1.27305195]],[[1.20125232]],[[1.03191563]],[[1.17458731]],[[1.01049542]],[[1.05285171]]
['TBXAS1'],[[1.01177206]],[[2.29262449]],[[2.32953852]],[[2.34103923]],[[2.25979327]],[[2.1218721]],[[1.94575564]],[[1.79725298]],[[1.45657613]],[[1.37867797]],[[1.34355924]],[[1.0828246]],[[1.20012726]]
['LPAR2'],[[1.11062443]],[[2.00069365]],[[2.24771119]],[[2.20423722]],[[2.10284674]],[[1.92092319]],[[2.01803246]],[[1.89270888]],[[1.45311261]],[[1.52324173]],[[1.20266379]],[[1.14531983]],[[1.21035667]]
['CNN2'],[[0.93177062]],[[1.8209263]],[[1.91697806]],[[1.8689942]],[[2.01563053]],[[1.74995807]],[[1.51811764]],[[1.43336092]],[[1.23384235]],[[1.1306442]],[[1.13228167]],[[1.16435183]],[[1.09280647]]
['FAR2'],[[1.10463026]],[[2.28807504]],[[2.24897586]],[[2.31772569]],[[2.11287054]],[[2.11977561]],[[2.35886173]],[[1.92367754]],[[1.36660564]],[[1.33110531]],[[1.1783942]],[[1.03664865]],[[1.0650965]]
['GNAI3'],[[1.03798434]],[[1.86763964]],[[1.79471139]],[[1.90414417]],[[1.89874158]],[[1.90011316]],[[1.95403133]],[[1.70208843]],[[1.31095165]],[[1.2037476]],[[1.27632545]],[[1.09057155]],[[1.08705103]]
['OAT'],[[0.87239578]],[[1.7530708]],[[1.7284229]],[[1.78534169]],[[2.04145693]],[[1.91234199]],[[1.69856647]],[[1.481517]],[[1.39824565]],[[1.37014533]],[[1.02489866]],[[1.13964803]],[[1.12130291]]
['PYGM'],[[1.02212745]],[[1.50053686]],[[1.82400748]],[[1.80074118]],[[1.5823613]],[[1.37470563]],[[1.5971062]],[[1.6843023]],[[1.38645812]],[[1.05006795]],[[1.06625648]],[[0.88056401]],[[0.78895828]]
['NEDD4'],[[0.97287794]],[[1.3313113]],[[1.66065038]],[[1.71048083]],[[2.19050505]],[[2.25444319]],[[1.80183522]],[[1.30023009]],[[1.32377871]],[[1.04523506]],[[1.1362683]],[[1.02084394]],[[1.01966141]]
['CLTCL1'],[[1.18088754]],[[2.042364]],[[2.26383103]],[[2.11680932]],[[2.25807707]],[[1.83409141]],[[1.60653457]],[[1.42433482]],[[1.89734241]],[[1.77115653]],[[1.59172414]],[[1.27321834]],[[1.37993714]]
['WIPI1'],[[0.94336349]],[[1.5680394]],[[1.53875833]],[[1.45028508]],[[1.67701361]],[[1.50741241]],[[1.41857502]],[[1.40199756]],[[1.39028167]],[[1.7144988]],[[1.17928474]],[[1.1428474]],[[1.18506473]]
['NDST1'],[[0.99192255]],[[2.43177229]],[[2.43317434]],[[2.26086195]],[[2.37104693]],[[1.44920548]],[[1.05917842]],[[1.3675366]],[[1.90738571]],[[1.32687167]],[[1.77113585]],[[1.17569987]],[[1.26774254]]
['ST6GALNAC2'],[[1.11911168]],[[2.31941862]],[[2.54465672]],[[2.39026347]],[[2.26083256]],[[1.75058253]],[[1.81588096]],[[1.64108461]],[[1.3908688]],[[1.60548661]],[[1.46592953]],[[1.11493557]],[[1.30384291]]
['CYBRD1'],[[0.92305643]],[[1.87085375]],[[1.6987892]],[[1.74783441]],[[1.74511822]],[[1.40824626]],[[1.27042768]],[[1.45326983]],[[1.6735612]],[[1.4513993]],[[1.51739092]],[[1.15906518]],[[1.34186544]]
['ACTN1'],[[0.98647131]],[[1.85150664]],[[1.98730897]],[[2.04714555]],[[2.15705919]],[[2.0431837]],[[1.76103174]],[[1.72293844]],[[1.52897784]],[[1.4277928]],[[1.27488293]],[[1.17894125]],[[1.21907493]]
['P4HA2'],[[0.78378182]],[[1.77536214]],[[1.56469366]],[[1.92727528]],[[1.52080471]],[[1.8218269]],[[1.95180604]],[[1.52673524]],[[1.67504601]],[[1.02992745]],[[0.9525663]],[[0.91795953]],[[0.89118883]]
['TMEM38A'],[[0.48182027]],[[2.1431941]],[[1.93855555]],[[1.70448267]],[[2.12284939]],[[1.31375813]],[[1.43290753]],[[1.60253707]],[[1.78000903]],[[1.15431801]],[[1.19044133]],[[1.21083139]],[[0.93844868]]
['PANX2'],[[1.07595463]],[[2.64645811]],[[2.79488454]],[[2.62370662]],[[2.64324161]],[[1.83865757]],[[1.37888864]],[[1.4200662]],[[1.88123496]],[[1.58658934]],[[1.83577986]],[[1.43839831]],[[1.51705949]]
['EIF4G3'],[[1.02565247]],[[1.68580638]],[[1.74348432]],[[1.87218364]],[[1.95768784]],[[1.54640487]],[[1.36478544]],[[1.35508491]],[[1.23204727]],[[1.26767928]],[[1.10701772]],[[1.10891988]],[[1.12897809]]
['SLC25A40'],[[1.1039666]],[[2.31801731]],[[2.13804749]],[[2.15723677]],[[2.27735971]],[[1.90730705]],[[1.47808455]],[[1.36630488]],[[1.33168464]],[[1.16534925]],[[1.23092577]],[[1.09595907]],[[1.15997966]]
['PLD1'],[[1.03215865]],[[1.99706617]],[[1.94133569]],[[2.14476529]],[[2.19513622]],[[1.69058059]],[[1.59859949]],[[1.23001189]],[[1.29282789]],[[1.03186089]],[[1.17029533]],[[0.95495934]],[[1.01815333]]
['STXBP2'],[[0.95075088]],[[1.59110478]],[[1.7714214]],[[1.74291491]],[[1.82334873]],[[1.86353275]],[[1.81433094]],[[1.74875964]],[[1.40727846]],[[1.37315549]],[[1.07415951]],[[1.20125797]],[[1.18434624]]
['DGKD'],[[1.04322422]],[[1.47754009]],[[1.44249425]],[[1.38498563]],[[1.41466443]],[[1.3804806]],[[1.31087228]],[[1.20114177]],[[1.11255239]],[[0.99851165]],[[1.04970742]],[[0.98584395]],[[1.01910458]]
['ACER3'],[[0.98059791]],[[1.42646985]],[[1.48902164]],[[1.68429603]],[[1.8025067]],[[2.16931916]],[[1.97451329]],[[1.64185254]],[[1.56298979]],[[1.2194469]],[[1.15215466]],[[1.04222436]],[[1.03029382]]
['NRDC'],[[1.04199218]],[[2.1179034]],[[2.0541922]],[[2.17322309]],[[2.21157045]],[[1.94610412]],[[1.84184276]],[[1.53050644]],[[1.43478364]],[[1.30828696]],[[1.20756848]],[[1.05061263]],[[1.09665329]]
['PGM1'],[[0.93530273]],[[1.75816795]],[[1.7540613]],[[1.72787553]],[[1.92783045]],[[1.80909345]],[[1.43528067]],[[1.12675272]],[[1.10467962]],[[1.06341761]],[[1.07690111]],[[1.06815581]],[[0.96296361]]
['PLOD1'],[[1.02038278]],[[2.17351898]],[[2.23822081]],[[2.12734316]],[[2.05726089]],[[1.62513594]],[[1.52556718]],[[1.64548292]],[[1.33074381]],[[1.38462384]],[[1.24160206]],[[1.1980534]],[[1.3178583]]
['SSH1'],[[1.03025003]],[[1.78299209]],[[1.87050105]],[[1.85105815]],[[1.9636958]],[[2.05041489]],[[1.75804071]],[[1.47565229]],[[1.30070251]],[[1.08933094]],[[1.14123304]],[[1.11990205]],[[1.14078818]]
['APLP2'],[[0.96960905]],[[1.91656015]],[[1.97433725]],[[1.93746623]],[[2.08911942]],[[1.96953462]],[[1.89108481]],[[1.82621129]],[[1.58401214]],[[1.39530679]],[[1.3497454]],[[1.19108623]],[[1.21043861]]
['CD82'],[[0.95754726]],[[1.79864089]],[[1.9666108]],[[1.99382122]],[[2.22810854]],[[2.58395722]],[[2.06048221]],[[1.84940159]],[[1.59299473]],[[1.20722795]],[[1.36824313]],[[1.24108959]],[[1.21730707]]
['SNX10'],[[1.02455308]],[[2.24111395]],[[2.13956099]],[[2.19022271]],[[2.35564671]],[[2.19087092]],[[2.00175997]],[[1.72001591]],[[1.43312086]],[[1.28275042]],[[1.32415726]],[[1.10076399]],[[1.08026273]]
['LAT2'],[[1.01241199]],[[2.25443802]],[[2.30439267]],[[2.29505533]],[[2.37270745]],[[1.91099115]],[[1.65576962]],[[1.55982696]],[[1.46911485]],[[1.36686949]],[[1.29645428]],[[1.28647935]],[[1.20415594]]
['TRIP6'],[[0.98724673]],[[1.66851789]],[[1.88698836]],[[1.7466427]],[[1.51288505]],[[1.7135321]],[[1.59687999]],[[1.47874367]],[[1.25464735]],[[1.15431779]],[[1.10948125]],[[1.06739363]],[[0.89474002]]
['LPCAT2'],[[1.02731603]],[[2.07916188]],[[1.91785206]],[[2.02201496]],[[2.16775041]],[[2.34328491]],[[2.04789882]],[[1.54543364]],[[1.29263144]],[[1.22344052]],[[1.15022984]],[[1.15143774]],[[1.01761315]]
['RFX2'],[[1.04648041]],[[1.47150089]],[[1.82782962]],[[2.06723225]],[[2.18848308]],[[3.19363548]],[[3.21582005]],[[2.71590729]],[[1.88995301]],[[1.62017701]],[[1.51154637]],[[1.19261716]],[[1.30376721]]
['NSFL1C'],[[1.06935131]],[[1.81150083]],[[1.86734153]],[[1.93487601]],[[1.91349153]],[[1.58665322]],[[1.52456451]],[[1.51160378]],[[1.31258176]],[[1.04620063]],[[1.19766644]],[[0.91595395]],[[1.03918186]]
['PXN'],[[1.05101566]],[[1.88543422]],[[2.02109438]],[[2.04181801]],[[2.08307914]],[[1.89201013]],[[1.61197912]],[[1.44456457]],[[1.21847929]],[[1.20336481]],[[1.16154503]],[[1.13132404]],[[1.18086221]]
['GMIP'],[[1.02375003]],[[1.83111324]],[[1.97373608]],[[1.97915759]],[[1.93048752]],[[1.71617682]],[[1.62126079]],[[1.60469931]],[[1.31240272]],[[1.31223978]],[[1.16254618]],[[1.12916852]],[[1.16511915]]
['MAEA'],[[0.97092345]],[[1.80259717]],[[1.94233297]],[[1.96779524]],[[1.95642078]],[[1.81281411]],[[1.62736655]],[[1.46266112]],[[1.20325362]],[[1.25233938]],[[1.18616992]],[[1.05091651]],[[1.12676863]]
['OSBPL8'],[[1.03453286]],[[2.11628616]],[[1.90860725]],[[2.0102404]],[[2.05198434]],[[1.87999273]],[[1.78521554]],[[1.57275307]],[[1.26557237]],[[1.21585671]],[[1.25380388]],[[1.1222178]],[[1.1500575]]
['CMTM6'],[[1.0442503]],[[2.43855471]],[[2.20103816]],[[2.2768494]],[[2.45369504]],[[2.17078743]],[[2.03705233]],[[1.66633558]],[[1.3848294]],[[1.25112437]],[[1.30862826]],[[1.17181001]],[[1.1632706]]
['PPP2R3C'],[[1.13211982]],[[2.36796619]],[[2.13341436]],[[2.27352891]],[[2.27159359]],[[1.88982835]],[[1.82025275]],[[1.44564653]],[[1.26355475]],[[1.20175214]],[[1.23401901]],[[1.06888715]],[[1.17477621]]
['UNC13D'],[[1.04192159]],[[1.60742027]],[[1.80628176]],[[1.73946563]],[[1.75142423]],[[1.60799281]],[[1.54995184]],[[1.52361008]],[[1.31050168]],[[1.20613664]],[[1.18207899]],[[1.1116976]],[[1.15936918]]
['LRRFIP2'],[[1.01213545]],[[1.78560477]],[[1.84532657]],[[1.94042204]],[[1.94138654]],[[1.63211948]],[[1.53555307]],[[1.26745138]],[[1.24501113]],[[1.14939891]],[[1.11666959]],[[1.02210501]],[[1.05092784]]
['NANS'],[[0.86062862]],[[2.00037203]],[[2.09092927]],[[1.89448338]],[[2.05848551]],[[1.78902577]],[[1.5399302]],[[1.4379677]],[[1.18459713]],[[1.22405488]],[[1.03428319]],[[1.14290678]],[[1.09029173]]
['GTPBP1'],[[0.99713653]],[[2.0384858]],[[2.22645359]],[[2.27237928]],[[2.2487274]],[[1.56584237]],[[1.22056702]],[[1.27641115]],[[1.34900376]],[[1.37826734]],[[1.14178521]],[[1.12232272]],[[1.15595769]]
['TOM1'],[[0.96822724]],[[1.84942599]],[[2.02603306]],[[2.06472426]],[[2.11969791]],[[1.75805814]],[[1.54819489]],[[1.50575655]],[[1.2397251]],[[1.2919434]],[[1.0877948]],[[1.13383301]],[[1.09468664]]
['THOC5'],[[0.97161348]],[[1.82333496]],[[1.84254949]],[[1.89951262]],[[1.80813917]],[[1.78118607]],[[1.68562638]],[[1.53650709]],[[1.28517005]],[[1.07534515]],[[1.10197395]],[[1.04817983]],[[1.01028334]]
['CSF2RB'],[[0.96950805]],[[2.1221923]],[[2.29334241]],[[2.35111909]],[[2.41665612]],[[1.9832025]],[[1.838914]],[[1.77517814]],[[1.34976629]],[[1.29274527]],[[1.27443266]],[[1.22626346]],[[1.20584728]]
['PRMT5'],[[1.02442849]],[[1.78633134]],[[1.75117002]],[[1.8790255]],[[1.79109207]],[[1.95662381]],[[1.8310149]],[[1.57145603]],[[1.33825405]],[[1.01816911]],[[1.22653045]],[[1.07199687]],[[1.10654178]]
['RIN3'],[[1.03665881]],[[1.70912719]],[[1.85547128]],[[1.77911978]],[[1.86556225]],[[1.61771444]],[[1.49588594]],[[1.49640055]],[[1.22079083]],[[1.03645175]],[[1.13685629]],[[1.03972937]],[[1.03122093]]
['C20orf24'],[[1.06945151]],[[1.99794427]],[[2.12395232]],[[2.1910319]],[[2.10250672]],[[2.14951286]],[[1.79331284]],[[1.86178648]],[[1.4590088]],[[1.44248998]],[[1.32000189]],[[1.45091695]],[[1.36552094]]
['TPD52L2'],[[0.97943698]],[[1.90969476]],[[1.96851608]],[[1.95558288]],[[2.00322592]],[[1.86985456]],[[1.76371685]],[[1.70638514]],[[1.46886344]],[[1.38480395]],[[1.33809587]],[[1.25277265]],[[1.17678129]]
['DNAJC5'],[[0.99152304]],[[1.57656367]],[[1.6874717]],[[1.64098333]],[[1.86572166]],[[1.70772676]],[[1.4454513]],[[1.45458282]],[[1.27104663]],[[1.21464079]],[[1.13576687]],[[1.15513519]],[[1.10737218]]
['RASSF2'],[[0.9860279]],[[2.18193687]],[[2.15241438]],[[2.12019365]],[[2.26939259]],[[2.04217484]],[[1.99354725]],[[1.8241943]],[[1.45689228]],[[1.3672388]],[[1.3633138]],[[1.21707673]],[[1.21018072]]
['SIRPB1'],[[0.98354509]],[[2.18458799]],[[2.24994235]],[[2.24536932]],[[2.35408741]],[[2.21203089]],[[2.15252206]],[[1.92367583]],[[1.43406533]],[[1.42764436]],[[1.35240593]],[[1.1528887]],[[1.20567494]]
['DNTTIP1'],[[0.99284167]],[[1.94859428]],[[1.92041404]],[[1.89189625]],[[1.96623301]],[[1.6909014]],[[1.64447519]],[[1.57125821]],[[1.3415348]],[[1.28497004]],[[1.22735335]],[[1.13243559]],[[1.10621495]]
['ZNF516'],[[1.03200787]],[[2.05260903]],[[2.0831382]],[[2.02498176]],[[2.15298938]],[[2.12929727]],[[2.09312495]],[[2.03485627]],[[1.73970164]],[[1.435829]],[[1.51777941]],[[1.21811015]],[[1.19290367]]
['PLP2'],[[0.93409585]],[[1.64976926]],[[1.70478621]],[[1.66038302]],[[1.9312656]],[[2.16054417]],[[1.90307481]],[[1.75403908]],[[1.51066637]],[[1.18048087]],[[1.2369532]],[[1.15625686]],[[1.07572347]]
['KCND1'],[[1.03831041]],[[1.95784388]],[[2.19358157]],[[2.1118673]],[[2.22640795]],[[1.59078521]],[[1.68251654]],[[1.81083032]],[[1.62449044]],[[1.5394246]],[[1.3062949]],[[1.24607286]],[[0.89788931]]
['PGK1'],[[0.94126061]],[[1.66143981]],[[1.68678166]],[[1.72690018]],[[1.91725217]],[[2.02572838]],[[1.82673114]],[[1.55533782]],[[1.24583926]],[[1.09238898]],[[1.11618606]],[[1.09999715]],[[1.03847312]]
['RP2'],[[0.96130042]],[[2.23745163]],[[2.13373663]],[[2.11503236]],[[2.38496565]],[[2.17645882]],[[2.13520827]],[[1.83582689]],[[1.52781799]],[[1.27127337]],[[1.32621119]],[[1.20446252]],[[1.18541399]]
['DNAJC3'],[[1.00618424]],[[1.9331332]],[[1.85274658]],[[1.79015455]],[[2.11656605]],[[2.26545931]],[[2.26114764]],[[1.79036888]],[[1.40629019]],[[1.1909412]],[[1.32585475]],[[1.10513005]],[[1.06009676]]
['MGRN1'],[[1.02180885]],[[2.04104784]],[[2.09384768]],[[1.97921266]],[[1.89082996]],[[1.54071249]],[[1.35143119]],[[1.40400388]],[[1.32387769]],[[1.37915099]],[[1.30134562]],[[1.22396629]],[[1.25849242]]
['MAPK3'],[[0.93018502]],[[1.70893178]],[[1.84092922]],[[1.75375546]],[[1.77882832]],[[1.72545525]],[[1.70452314]],[[1.67508849]],[[1.29155993]],[[1.24133484]],[[1.09823705]],[[1.15215313]],[[1.09515551]]
['GDPD3'],[[1.07823505]],[[1.80989941]],[[1.91666736]],[[1.96064473]],[[1.84568082]],[[1.8791769]],[[1.92934546]],[[1.95931489]],[[1.5384162]],[[1.46241343]],[[1.19782028]],[[1.15461683]],[[1.0984359]]
['NECAB2'],[[1.06377034]],[[2.49231229]],[[2.54635693]],[[2.43710846]],[[2.16751613]],[[1.57775316]],[[2.08282319]],[[2.43880728]],[[2.56177861]],[[1.68520113]],[[1.87186353]],[[1.40604396]],[[1.40253786]]
['MEFV'],[[0.96328674]],[[2.01883062]],[[2.13937876]],[[2.17431772]],[[2.20836619]],[[2.02184984]],[[1.87177751]],[[1.7628856]],[[1.35491912]],[[1.42182298]],[[1.24935667]],[[1.14605627]],[[1.18310868]]
['ZNF106'],[[1.03148331]],[[2.13205579]],[[2.08399733]],[[2.13036787]],[[2.21823148]],[[2.15427942]],[[1.98325936]],[[1.67533121]],[[1.49996438]],[[1.24927414]],[[1.38349135]],[[1.15567681]],[[1.1395458]]
['CPQ'],[[1.04510023]],[[2.11894311]],[[2.10540952]],[[2.15149014]],[[2.09950779]],[[1.824891]],[[1.97556999]],[[1.80708788]],[[1.54281226]],[[1.30265825]],[[1.4191422]],[[1.1350953]],[[1.19527699]]
['TRPS1'],[[0.95381768]],[[1.20193688]],[[1.41927673]],[[1.73647565]],[[1.95913281]],[[1.72502771]],[[1.36258422]],[[1.12530707]],[[1.23290837]],[[0.99511913]],[[1.11097616]],[[0.98730156]],[[0.95808654]]
['ASAH1'],[[0.95221576]],[[1.96800494]],[[1.88958125]],[[1.95090564]],[[1.97420852]],[[2.00593081]],[[2.07693821]],[[1.7965188]],[[1.51906643]],[[1.32455358]],[[1.36113927]],[[1.04126491]],[[1.16891926]]
['FCGRT'],[[0.99229714]],[[1.88402399]],[[1.99049182]],[[1.95826798]],[[1.9808276]],[[1.74792479]],[[1.73634151]],[[1.74831681]],[[1.44047742]],[[1.42992826]],[[1.30992223]],[[1.25235715]],[[1.25449817]]
['RAB3D'],[[0.96116695]],[[2.3405522]],[[2.3302435]],[[2.31978828]],[[2.50379203]],[[2.12690593]],[[2.01161224]],[[1.83171289]],[[1.6601854]],[[1.41865168]],[[1.50556182]],[[1.33250705]],[[1.27578898]]
['PLPPR2'],[[0.95804862]],[[2.23276901]],[[2.38612973]],[[2.29813425]],[[2.36031371]],[[1.81113511]],[[1.59032364]],[[1.58615698]],[[1.55586086]],[[1.49338901]],[[1.49552244]],[[1.36630079]],[[1.31348267]]
['MOSPD3'],[[1.08047014]],[[1.6567495]],[[1.77007916]],[[1.76951562]],[[1.93460062]],[[1.53568323]],[[1.32363671]],[[1.41440431]],[[1.28658565]],[[1.46672758]],[[1.04663873]],[[1.38757889]],[[1.35276283]]
['IMPDH1'],[[0.96895944]],[[1.94832262]],[[2.09331994]],[[2.04159462]],[[2.16000949]],[[2.16920944]],[[1.99595471]],[[1.84608776]],[[1.44186573]],[[1.2669233]],[[1.18111936]],[[1.26072894]],[[1.18275095]]
['UBE2R2'],[[0.95765235]],[[1.93221809]],[[1.90808359]],[[1.9673333]],[[2.11226874]],[[2.06456203]],[[1.9027609]],[[1.7406222]],[[1.48428239]],[[1.36089388]],[[1.23403015]],[[1.16026202]],[[1.11770693]]
['MAP3K8'],[[0.98525819]],[[1.7607851]],[[1.76233702]],[[1.71520881]],[[1.74019098]],[[1.71115954]],[[1.57687066]],[[1.31929906]],[[1.20792316]],[[0.96333245]],[[1.11344234]],[[0.90811404]],[[1.00792305]]
['P2RX1'],[[1.03139469]],[[2.19431147]],[[2.34364373]],[[2.31653307]],[[2.24926644]],[[1.90892234]],[[1.70200736]],[[1.89864835]],[[1.49934515]],[[1.51190011]],[[1.2532044]],[[1.2028064]],[[1.27256543]]
['GALK1'],[[0.9285605]],[[1.40144727]],[[1.63915676]],[[1.58941963]],[[1.58973042]],[[1.73710632]],[[1.5583898]],[[1.48328617]],[[1.21176065]],[[0.93028517]],[[0.90152195]],[[0.97092747]],[[0.93193981]]
['DUSP3'],[[0.91887462]],[[1.7427076]],[[1.83328547]],[[1.93967382]],[[1.8974182]],[[1.77378776]],[[1.47870665]],[[1.56344074]],[[1.60757168]],[[1.37714969]],[[1.22688358]],[[1.13576977]],[[1.04961167]]
['PRKAR1A'],[[0.98377796]],[[2.05266227]],[[1.89845978]],[[1.9963319]],[[2.09366319]],[[1.88264607]],[[1.82647742]],[[1.58088741]],[[1.39747212]],[[1.24262998]],[[1.34039347]],[[1.1457768]],[[1.17858023]]
['CHIC2'],[[1.01128545]],[[1.90374964]],[[1.95447336]],[[1.90028697]],[[2.11782198]],[[1.60942695]],[[1.49774537]],[[1.31981996]],[[1.32260277]],[[1.04984452]],[[1.16832208]],[[1.10109646]],[[1.12611123]]
['UBE2D3'],[[0.95642353]],[[1.8572006]],[[1.7242028]],[[1.84390217]],[[1.77319172]],[[1.55445408]],[[1.43033139]],[[1.33672215]],[[1.37655459]],[[1.51015739]],[[1.12523814]],[[1.2217625]],[[1.31193496]]
['GALNT7'],[[0.98012975]],[[1.9818639]],[[1.82701569]],[[1.82227163]],[[1.80952197]],[[1.50110949]],[[1.63137743]],[[1.46316247]],[[1.29304474]],[[0.99563376]],[[1.24017542]],[[0.98249776]],[[1.0145267]]
['HTATIP2'],[[0.94945722]],[[1.86737202]],[[1.91316039]],[[1.82183218]],[[2.0103508]],[[1.74941715]],[[1.64300862]],[[1.55515224]],[[1.38255826]],[[1.08205599]],[[1.20255346]],[[1.06689809]],[[1.0153435]]
['MS4A6A'],[[0.94418283]],[[1.8273681]],[[1.94859839]],[[2.15662094]],[[2.2257715]],[[2.34706542]],[[1.96130926]],[[1.66554846]],[[1.56306705]],[[1.34507367]],[[1.37868135]],[[1.11736764]],[[1.18362055]]
['RNF141'],[[0.97007744]],[[2.30290881]],[[2.15746305]],[[2.25595077]],[[2.35688164]],[[2.12939045]],[[1.84081201]],[[1.4516911]],[[1.12401304]],[[1.17428456]],[[1.14732065]],[[1.09174647]],[[1.28613942]]
['CBL'],[[0.97283639]],[[1.85265636]],[[1.79746793]],[[1.85660365]],[[1.97419928]],[[1.98869775]],[[1.8178254]],[[1.65948504]],[[1.47528978]],[[1.2578944]],[[1.40383707]],[[1.18704181]],[[1.12879435]]
['NECTIN1'],[[0.9379545]],[[1.50167562]],[[1.67953879]],[[1.63810469]],[[1.73990447]],[[1.3110738]],[[1.04363001]],[[1.18384201]],[[1.15777861]],[[1.08519207]],[[1.22613283]],[[1.38978633]],[[1.41326486]]
['TCIRG1'],[[1.02980738]],[[1.70260916]],[[1.91647152]],[[1.87549881]],[[1.78813399]],[[1.62991782]],[[1.59283907]],[[1.62713716]],[[1.32483668]],[[1.29120234]],[[1.17957525]],[[1.19220836]],[[1.12493021]]
