['NDUFAF7'],[[1.03448667]],[[1.8247856]],[[1.78975486]],[[1.99517089]],[[1.92274639]],[[1.56773367]],[[1.20848098]],[[0.89999978]],[[0.98327072]],[[0.99801736]],[[1.11583171]],[[0.91592695]],[[1.09260118]]
['VAMP3'],[[1.0026521]],[[2.02498356]],[[1.99734292]],[[2.01769393]],[[2.16847044]],[[1.79461461]],[[1.69257228]],[[1.51594329]],[[1.338483]],[[1.18887956]],[[1.25146608]],[[1.11427513]],[[1.16681888]]
['RFC2'],[[0.91243713]],[[1.90753065]],[[1.93686721]],[[1.944698]],[[1.81420165]],[[1.25532573]],[[1.15173223]],[[1.12674056]],[[1.02361589]],[[1.08654016]],[[1.01621322]],[[1.02835262]],[[0.93092997]]
['ARID4B'],[[1.03751204]],[[1.89140835]],[[1.83930181]],[[1.96041723]],[[1.8659107]],[[1.47170943]],[[1.4140168]],[[1.08169842]],[[1.0825718]],[[1.03932124]],[[1.13103703]],[[1.00780461]],[[0.9462363]]
['ITIH4'],[[0.98844983]],[[1.74858933]],[[1.60142955]],[[1.92266477]],[[1.75156581]],[[1.4481633]],[[1.67903938]],[[1.09774599]],[[0.890408]],[[0.8319166]],[[0.8211795]],[[0.65146688]],[[0.77092812]]
['PRDM1'],[[1.12290675]],[[1.30520462]],[[1.2626592]],[[1.19273923]],[[1.06276326]],[[0.56869704]],[[0.54254333]],[[0.50261997]],[[0.46557276]],[[0.53389418]],[[0.51261035]],[[0.56651487]],[[0.65795719]]
['ATP2B4'],[[1.0404823]],[[1.0181754]],[[1.17756073]],[[1.33013044]],[[1.48878736]],[[1.68542376]],[[1.36457832]],[[1.02280952]],[[0.83288054]],[[0.83271168]],[[0.85869937]],[[1.00237562]],[[1.06822444]]
['ZC3H11A'],[[1.61439098]],[[2.15761644]],[[1.99897668]],[[2.47946819]],[[2.14854244]],[[1.73479608]],[[1.58662387]],[[1.25916909]],[[1.56844357]],[[1.63289882]],[[1.39942684]],[[1.48224487]],[[1.68706567]]
['DNAJC25'],[[1.16162583]],[[2.23543305]],[[1.83089609]],[[1.90540909]],[[1.7177356]],[[1.54319895]],[[1.53315328]],[[1.2349684]],[[1.13589589]],[[0.96022246]],[[1.21370968]],[[1.03308925]],[[1.0772468]]
['CYB5R4'],[[1.10622093]],[[2.31763107]],[[2.14940373]],[[2.23761544]],[[2.18529305]],[[1.90690111]],[[1.88271503]],[[1.46631869]],[[1.33669276]],[[1.23140509]],[[1.33359939]],[[1.04858229]],[[1.1432749]]
['TBC1D1'],[[1.02100552]],[[2.01848467]],[[1.94198262]],[[1.85712506]],[[1.75913268]],[[1.40187361]],[[1.43247261]],[[1.31065634]],[[1.17850044]],[[1.10007912]],[[1.1496391]],[[1.09473486]],[[1.04278423]]
['DIP2B'],[[1.01789579]],[[2.04035651]],[[2.07483804]],[[2.13771374]],[[2.12108543]],[[1.70641362]],[[1.5023719]],[[1.34101113]],[[1.24703601]],[[1.18773731]],[[1.18939894]],[[1.06908273]],[[1.03418792]]
['SP100'],[[1.06576976]],[[1.79049413]],[[1.77022415]],[[1.79773405]],[[1.79335775]],[[1.60165304]],[[1.41407666]],[[1.15417158]],[[1.04721691]],[[0.93994378]],[[0.9628521]],[[0.82814228]],[[0.89133761]]
['KLF6'],[[1.00782771]],[[1.7125978]],[[1.71445514]],[[1.82958952]],[[1.8939713]],[[1.4668822]],[[1.34875506]],[[1.19247814]],[[0.96455905]],[[0.98295101]],[[0.9503185]],[[0.93524304]],[[0.95759291]]
['PDK3'],[[1.02795098]],[[2.12719577]],[[1.96672611]],[[2.0075141]],[[2.02776394]],[[1.73881135]],[[1.73504569]],[[1.55467959]],[[1.45814344]],[[1.23135945]],[[1.36253741]],[[1.08220747]],[[1.06753824]]
['SRBD1'],[[1.01129463]],[[1.99436652]],[[1.71847541]],[[1.63849649]],[[1.67989892]],[[1.03451628]],[[0.96953422]],[[0.82026856]],[[1.00940599]],[[0.91072387]],[[0.98766923]],[[0.84065184]],[[0.8828946]]
['SNX13'],[[1.05204865]],[[1.91798323]],[[1.70984007]],[[1.97794124]],[[1.89567458]],[[1.64688509]],[[1.57542382]],[[1.11418355]],[[1.15700958]],[[1.06253068]],[[1.21109312]],[[0.91539182]],[[1.08640864]]
['MARK2'],[[0.98813718]],[[1.7130187]],[[1.81481641]],[[1.74041331]],[[1.85600421]],[[1.6117001]],[[1.53589649]],[[1.44046756]],[[1.22425063]],[[1.17577383]],[[1.16070566]],[[1.16460109]],[[1.12066908]]
['ACAP1'],[[1.01321529]],[[1.4613568]],[[1.6440657]],[[1.66520833]],[[1.72630636]],[[1.46977298]],[[1.13829605]],[[0.96642556]],[[0.92897045]],[[0.95469485]],[[0.91910405]],[[1.05257078]],[[1.0034945]]
['PICALM'],[[1.03814292]],[[1.99980622]],[[1.84901794]],[[1.98882288]],[[1.94737325]],[[1.68880004]],[[1.63040117]],[[1.34437151]],[[1.30507152]],[[1.48805859]],[[1.13824493]],[[1.14867777]],[[1.2129429]]
['CLASP1'],[[1.07070056]],[[1.54852867]],[[1.57561154]],[[1.6325939]],[[1.63194927]],[[1.22363427]],[[1.1870685]],[[1.02232561]],[[1.08390985]],[[1.00350913]],[[1.08410628]],[[0.98676921]],[[1.08644056]]
['SEMA3C'],[[1.04483307]],[[2.01043963]],[[1.98993362]],[[1.79709224]],[[1.94022366]],[[1.27189193]],[[1.10795733]],[[0.83502489]],[[1.53999957]],[[1.15431787]],[[1.61980324]],[[1.17912998]],[[1.25829671]]
['ARHGAP15'],[[1.06828861]],[[2.05517017]],[[1.91172929]],[[2.11349543]],[[1.97760687]],[[1.86784946]],[[1.78330711]],[[1.27025751]],[[1.13460968]],[[1.01001651]],[[1.2538522]],[[0.90406192]],[[1.00471283]]
['PAG1'],[[0.97693159]],[[1.35675234]],[[1.4656184]],[[1.63930764]],[[1.8449341]],[[1.58669472]],[[1.50177253]],[[1.22235657]],[[1.01446481]],[[0.91095333]],[[1.02600258]],[[0.91276441]],[[0.85060513]]
['PPP1R12B'],[[1.10024052]],[[2.25688649]],[[2.18047916]],[[2.17362524]],[[2.01638532]],[[1.66123484]],[[1.19401889]],[[0.94080903]],[[1.29864955]],[[1.52896042]],[[1.47801687]],[[1.07417681]],[[1.08306647]]
['NEBL'],[[1.16162578]],[[3.27119045]],[[3.04843101]],[[3.67213375]],[[3.25494707]],[[2.20846672]],[[1.18582014]],[[1.25916905]],[[3.98082069]],[[1.305065]],[[4.97858574]],[[0.87744677]],[[1.3527628]]
['TP53INP2'],[[1.00311769]],[[2.42608534]],[[2.5071517]],[[2.2498026]],[[2.2617269]],[[1.06684966]],[[0.86547902]],[[1.20272374]],[[1.14426137]],[[1.78284661]],[[1.45255402]],[[1.49106535]],[[1.8320103]]
['RFX3'],[[1.01765518]],[[1.81657918]],[[1.65888062]],[[1.63986212]],[[1.61067135]],[[1.21040171]],[[1.32326342]],[[1.06189445]],[[1.04790711]],[[1.07464337]],[[0.94681289]],[[0.93659547]],[[1.0268599]]
['RAB21'],[[1.03103108]],[[2.03665405]],[[1.8880739]],[[1.94827195]],[[1.92754117]],[[1.53568286]],[[1.44823002]],[[1.31073387]],[[1.17648228]],[[1.15431766]],[[1.14183638]],[[1.0713738]],[[1.08601284]]
['PSEN1'],[[0.96898065]],[[1.96585173]],[[1.90981301]],[[1.96904292]],[[2.03358815]],[[1.74359024]],[[1.66958839]],[[1.49247763]],[[1.15740942]],[[1.18891374]],[[1.15240815]],[[1.05539911]],[[1.05817853]]
['PHLPP1'],[[0.98661244]],[[1.67216612]],[[1.5177826]],[[1.5648352]],[[1.69551977]],[[1.43138707]],[[1.58321474]],[[1.27666654]],[[1.21235717]],[[1.14477118]],[[1.49959218]],[[1.14972319]],[[1.07542784]]
['RNF13'],[[0.99055616]],[[2.19183029]],[[2.04673269]],[[2.21362685]],[[2.19768968]],[[1.65646797]],[[1.51405181]],[[1.20781827]],[[1.12864076]],[[1.15955768]],[[1.16282337]],[[0.95292302]],[[1.09166972]]
['KAT6A'],[[0.99149355]],[[2.04236119]],[[2.02127045]],[[2.11578789]],[[2.03062834]],[[1.76215372]],[[1.58329704]],[[1.30437855]],[[1.0298393]],[[1.04192256]],[[1.07953159]],[[0.98946322]],[[1.03508881]]
['ZCCHC6'],[[1.04778433]],[[2.01337826]],[[1.91498808]],[[2.07896833]],[[1.97956726]],[[1.59810561]],[[1.46180101]],[[1.20005894]],[[1.20316627]],[[1.0562281]],[[1.22356623]],[[0.91227393]],[[1.00314004]]
['ZNF586'],[[1.07167552]],[[2.03132279]],[[1.96902082]],[[2.18682344]],[[2.06837929]],[[1.65070136]],[[1.53918185]],[[1.28779202]],[[1.25158286]],[[1.2583369]],[[1.20438159]],[[1.15346163]],[[1.07405069]]
['CHMP2B'],[[1.04777538]],[[2.1011518]],[[1.89655035]],[[1.9050978]],[[2.07335812]],[[1.74624187]],[[1.55221165]],[[1.22310565]],[[1.10627537]],[[1.06753417]],[[1.1518338]],[[1.06658503]],[[1.0501762]]
['NCOA1'],[[1.02608407]],[[1.61620183]],[[1.65320198]],[[1.81779574]],[[1.99141738]],[[1.65467706]],[[1.59517738]],[[1.34588354]],[[1.21291354]],[[1.11804396]],[[1.18596041]],[[0.99926963]],[[1.09188592]]
['SLC25A24'],[[0.92191542]],[[1.35677401]],[[1.29767376]],[[1.31700499]],[[1.65650975]],[[1.83344067]],[[1.56159867]],[[1.22106012]],[[0.96258002]],[[0.83518671]],[[0.82841135]],[[0.97040273]],[[0.95681489]]
['PPEF1'],[[0.94697074]],[[1.53802863]],[[1.7560626]],[[2.16054263]],[[1.76708608]],[[1.89389735]],[[1.60401566]],[[1.41807886]],[[1.22785945]],[[1.56621384]],[[1.04276305]],[[0.60710607]],[[0.82944684]]
['PPP1R15A'],[[0.97906988]],[[2.252538]],[[2.29016943]],[[2.27257034]],[[2.29853586]],[[1.91728314]],[[1.83602959]],[[1.66932295]],[[1.30369511]],[[1.48658484]],[[1.37755658]],[[1.24889441]],[[1.32711153]]
['ERGIC2'],[[1.01187934]],[[2.07029429]],[[1.84445537]],[[2.00560444]],[[1.9954057]],[[1.61004586]],[[1.41056956]],[[0.95892275]],[[1.07925186]],[[0.96337476]],[[1.14630101]],[[1.02867386]],[[1.06113132]]
['SPTLC1'],[[1.02343694]],[[1.65484746]],[[1.64468171]],[[1.72338612]],[[1.77395518]],[[1.55923766]],[[1.47336466]],[[1.26964917]],[[1.12340355]],[[1.07544911]],[[1.09912224]],[[1.03967262]],[[1.03425217]]
['SLC7A8'],[[0.98682642]],[[1.06211145]],[[0.87908297]],[[0.64099214]],[[0.66449847]],[[0.18646852]],[[0.36894921]],[[0.55043398]],[[0.96293531]],[[0.83363586]],[[0.60922434]],[[1.01896892]],[[0.68419316]]
['MAST3'],[[1.01767244]],[[1.78806711]],[[1.90702302]],[[1.85475113]],[[1.87532319]],[[1.49235865]],[[1.36623947]],[[1.40325757]],[[1.25797805]],[[1.28157398]],[[1.28854467]],[[1.21302034]],[[1.30267151]]
['MKNK2'],[[0.96181232]],[[1.6686997]],[[1.81057859]],[[1.7427243]],[[1.76249194]],[[1.38646593]],[[1.30987293]],[[1.5103876]],[[1.2386184]],[[1.59905087]],[[1.10942306]],[[1.37042579]],[[1.27891145]]
['RBM23'],[[0.97003744]],[[1.86237556]],[[1.88061952]],[[1.91336164]],[[1.92933564]],[[1.54314758]],[[1.41346773]],[[1.27914879]],[[1.18702462]],[[1.19033943]],[[1.2141754]],[[1.11076722]],[[1.13898608]]
['NIN'],[[1.0145821]],[[1.88302333]],[[1.78661346]],[[1.7953798]],[[1.88777914]],[[1.69538538]],[[1.60538111]],[[1.36723072]],[[1.26531813]],[[1.03013205]],[[1.2154473]],[[1.0012997]],[[0.96370452]]
['SUSD6'],[[0.97111351]],[[1.81312951]],[[1.87330809]],[[1.90153095]],[[1.97020421]],[[1.72066481]],[[1.67830753]],[[1.53919755]],[[1.2457743]],[[1.17407232]],[[1.27306141]],[[1.17513061]],[[1.18896868]]
['GMPR2'],[[1.01705809]],[[1.87939154]],[[1.90917069]],[[1.86637325]],[[1.89255164]],[[1.75447631]],[[1.63252258]],[[1.41911812]],[[1.13559805]],[[1.03073978]],[[1.07048172]],[[1.05978548]],[[1.01555984]]
['MAP1LC3A'],[[1.01513606]],[[2.06403184]],[[2.17099913]],[[2.28242586]],[[2.06331007]],[[0.7569156]],[[0.79964428]],[[0.82357511]],[[0.86224807]],[[1.34539283]],[[0.88469057]],[[1.06779715]],[[1.03619054]]
['TBL1X'],[[1.03542758]],[[1.88227435]],[[1.85257042]],[[1.87116226]],[[1.97688132]],[[1.87236069]],[[1.68621271]],[[1.55206443]],[[1.40458622]],[[1.24753598]],[[1.34160463]],[[1.17286571]],[[1.18428301]]
['FNDC3A'],[[0.99091442]],[[1.87577922]],[[1.70088914]],[[1.71327933]],[[1.73309661]],[[1.33584142]],[[1.22390605]],[[1.07632247]],[[1.12356218]],[[0.97841211]],[[1.14724081]],[[0.92717862]],[[1.02311079]]
['KLF5'],[[0.86087413]],[[1.53563793]],[[1.73601088]],[[1.8009359]],[[2.06696356]],[[1.72855297]],[[1.69992007]],[[1.22373926]],[[1.43921016]],[[1.37869895]],[[1.4483829]],[[1.14160834]],[[1.02574119]]
['PARP4'],[[1.0438271]],[[1.92943172]],[[1.80809912]],[[1.72007673]],[[1.68853216]],[[1.55093613]],[[1.44372722]],[[1.24054574]],[[1.13123852]],[[0.93887547]],[[1.1157024]],[[0.95330394]],[[1.03845206]]
['SUPT20H'],[[0.97185035]],[[1.72303017]],[[1.73141412]],[[1.7881431]],[[1.80970521]],[[1.52496602]],[[1.45959301]],[[1.09105848]],[[1.03839028]],[[1.00711251]],[[1.08737232]],[[0.96386689]],[[1.06989748]]
['INTS6'],[[1.01270186]],[[1.87231402]],[[1.83161835]],[[1.95969788]],[[1.91418663]],[[1.50353939]],[[1.26547048]],[[0.96653791]],[[1.04517112]],[[1.00583944]],[[1.1193601]],[[0.99267966]],[[1.01429521]]
['DHRS12'],[[1.16284523]],[[2.26001105]],[[2.28166877]],[[2.36849365]],[[2.28068418]],[[1.87332821]],[[1.65098236]],[[1.25659821]],[[1.28211643]],[[1.0432412]],[[1.08990557]],[[0.97085467]],[[1.01560339]]
['LYRM1'],[[1.01677217]],[[2.02282719]],[[1.94234374]],[[2.06903109]],[[1.95253777]],[[1.61450665]],[[1.50956826]],[[1.1674113]],[[1.1505047]],[[1.07382106]],[[1.08904763]],[[1.04648866]],[[1.01902759]]
['LONP2'],[[1.02049905]],[[1.5532353]],[[1.49521226]],[[1.40080358]],[[1.2660972]],[[0.84057871]],[[0.83918392]],[[0.79856539]],[[0.8651653]],[[0.88796378]],[[0.99637053]],[[0.89604416]],[[0.91053417]]
['N4BP1'],[[1.05885274]],[[1.97254561]],[[2.0009581]],[[2.06090915]],[[2.23417124]],[[2.03811494]],[[1.76811371]],[[1.4461315]],[[1.14996518]],[[1.17672725]],[[1.25973675]],[[1.10941141]],[[1.1421809]]
['USP10'],[[1.0041943]],[[1.44734465]],[[1.3812676]],[[1.37673629]],[[1.44330482]],[[1.18865158]],[[1.1774487]],[[1.13166779]],[[1.3689884]],[[1.02121536]],[[1.37264883]],[[1.03036645]],[[1.05309078]]
['BCKDK'],[[1.03574157]],[[1.67736114]],[[1.91580346]],[[1.85751826]],[[1.81994267]],[[1.51750604]],[[1.33154684]],[[1.41027488]],[[1.24781648]],[[1.25994451]],[[1.14602071]],[[1.14226363]],[[1.12064195]]
['NBN'],[[1.07271582]],[[2.21518025]],[[1.96567709]],[[2.09497917]],[[2.13130961]],[[1.54840357]],[[1.64173984]],[[1.31958329]],[[1.24261576]],[[0.89469055]],[[1.27275955]],[[0.91707909]],[[0.9663782]]
['UBE2W'],[[1.11304981]],[[2.27064947]],[[2.06124673]],[[2.22288671]],[[2.11249502]],[[1.81809632]],[[1.8579212]],[[1.44749179]],[[1.35074352]],[[1.13075824]],[[1.34945387]],[[1.1056251]],[[1.15756141]]
['EMC2'],[[1.03194608]],[[2.02358142]],[[1.81099298]],[[1.95360137]],[[1.86662245]],[[1.46581516]],[[1.2668896]],[[1.10424167]],[[1.07793005]],[[1.0121478]],[[1.13143021]],[[0.99283605]],[[1.02244587]]
['ERI1'],[[1.02535003]],[[1.91083501]],[[1.86280929]],[[2.05383852]],[[1.9678768]],[[1.44528458]],[[1.12396286]],[[0.86603055]],[[0.92669894]],[[0.88158149]],[[0.96670949]],[[0.99355477]],[[1.02412322]]
['CCDC9'],[[0.92281604]],[[1.88110438]],[[1.95258381]],[[1.94996438]],[[1.8385488]],[[1.25101939]],[[1.10364975]],[[1.14832983]],[[1.05046554]],[[1.08877686]],[[1.01780114]],[[1.04050673]],[[1.06587904]]
['ELL'],[[1.04382399]],[[2.1040575]],[[2.23978118]],[[2.18996734]],[[2.12823626]],[[1.70384777]],[[1.62960521]],[[1.58517416]],[[1.36858949]],[[1.3558123]],[[1.30242248]],[[1.23070558]],[[1.19233883]]
['HBP1'],[[1.01868692]],[[2.07195966]],[[1.92194306]],[[1.94046802]],[[2.02070944]],[[1.52599018]],[[1.49365059]],[[1.29078924]],[[1.1383563]],[[1.16833364]],[[1.15606048]],[[1.0495336]],[[1.08718406]]
['ZC3HAV1'],[[1.05483212]],[[1.70774022]],[[1.70773877]],[[1.75423912]],[[1.69697889]],[[1.13515884]],[[0.98558651]],[[0.99723731]],[[1.01646035]],[[0.93428347]],[[0.92272774]],[[0.89998319]],[[0.94700394]]
['COA1'],[[1.18531431]],[[2.14025694]],[[2.09797394]],[[2.20511839]],[[2.00968627]],[[0.99131383]],[[1.01211474]],[[0.97648026]],[[0.90653008]],[[1.21071343]],[[0.94721915]],[[0.916781]],[[0.98025719]]
['SHOC2'],[[1.00628327]],[[2.02249705]],[[1.83914068]],[[1.90047682]],[[1.99167052]],[[1.67463284]],[[1.65299215]],[[1.32381135]],[[1.28587124]],[[1.28169581]],[[1.20807826]],[[1.05259002]],[[1.09730549]]
['TSPAN14'],[[1.06428444]],[[1.53370142]],[[1.58868021]],[[1.54761317]],[[1.57498253]],[[1.2541044]],[[1.16720499]],[[1.17583137]],[[0.98503808]],[[0.91593806]],[[0.93096683]],[[0.96821827]],[[1.00353012]]
['NUFIP2'],[[1.00320227]],[[2.10810139]],[[1.97378551]],[[2.02715582]],[[1.89148047]],[[1.54433309]],[[1.41494129]],[[1.16217226]],[[1.11468639]],[[1.0466187]],[[1.14163955]],[[1.03450929]],[[1.01533779]]
['RAPGEFL1'],[[1.07780821]],[[1.91228566]],[[1.94544486]],[[1.98536288]],[[1.85144742]],[[1.79523127]],[[1.42230651]],[[1.57905434]],[[1.19492956]],[[1.15431765]],[[1.2086284]],[[0.97473865]],[[1.14055408]]
['MLX'],[[1.03925052]],[[1.73090588]],[[1.70664169]],[[1.68825677]],[[1.76045456]],[[1.5029175]],[[1.47894177]],[[1.46004053]],[[1.02155976]],[[1.1314862]],[[0.95328539]],[[1.01722839]],[[1.06191104]]
['IFT20'],[[1.01868501]],[[1.59230274]],[[1.52837169]],[[1.63497027]],[[1.53897139]],[[1.2337731]],[[1.17820818]],[[1.13573131]],[[1.19170883]],[[1.28612482]],[[1.06397959]],[[1.04344216]],[[1.15897801]]
['PHF12'],[[1.00507237]],[[1.72823982]],[[1.86005752]],[[1.86983752]],[[1.86208494]],[[1.51445143]],[[1.37882328]],[[1.22038673]],[[1.17795966]],[[1.18484786]],[[1.18076788]],[[1.01255902]],[[1.0808696]]
['ELF2'],[[1.00559928]],[[1.98035588]],[[1.94571255]],[[2.11587487]],[[1.98621555]],[[1.54163555]],[[1.44227266]],[[1.22157471]],[[1.21194106]],[[1.24814709]],[[1.22995207]],[[1.01382031]],[[1.11579275]]
['NUP98'],[[1.00167458]],[[1.79620113]],[[1.84444525]],[[1.94090538]],[[1.91884159]],[[1.45354849]],[[1.36913575]],[[1.25558106]],[[1.2922982]],[[1.33048876]],[[1.17393545]],[[1.12323494]],[[1.19899991]]
['ARPC3'],[[0.99618731]],[[1.93244454]],[[1.76746445]],[[1.84259988]],[[1.9799652]],[[1.81046877]],[[1.69861236]],[[1.46811616]],[[1.34872089]],[[1.22831448]],[[1.19170885]],[[1.1005459]],[[1.09782169]]
['UHRF1BP1L'],[[1.06084987]],[[2.23405013]],[[1.98783236]],[[2.09101173]],[[2.07634106]],[[1.95087273]],[[1.90315135]],[[1.45500566]],[[1.33080033]],[[1.190992]],[[1.34192638]],[[1.11960621]],[[1.09599024]]
['CLEC4A'],[[0.84420465]],[[1.81645528]],[[1.74750299]],[[1.50119325]],[[1.83036513]],[[1.64217585]],[[1.99529347]],[[1.48116653]],[[1.48426114]],[[0.90732518]],[[1.43362972]],[[0.92365539]],[[1.10729016]]
['SERINC1'],[[1.03026338]],[[2.09801586]],[[1.88054204]],[[1.95936302]],[[2.05810562]],[[1.68374033]],[[1.63389602]],[[1.38976063]],[[1.19700118]],[[1.11654232]],[[1.12545833]],[[1.08926405]],[[1.10716947]]
['PTP4A1'],[[1.01511083]],[[2.39506406]],[[2.20982696]],[[2.15734818]],[[2.20190307]],[[1.49436976]],[[1.5553485]],[[1.23488091]],[[1.19718909]],[[1.04490497]],[[1.22785701]],[[1.02158574]],[[1.10259336]]
['TMEM30A'],[[1.04404976]],[[1.98760163]],[[1.76601722]],[[1.8996181]],[[1.93639135]],[[1.61758194]],[[1.50507918]],[[1.20415548]],[[1.16979618]],[[1.08221047]],[[1.21148344]],[[1.0750423]],[[1.0367704]]
['BRD8'],[[1.0038554]],[[1.74551553]],[[1.63582281]],[[1.71371958]],[[1.73252689]],[[1.41750628]],[[1.35383291]],[[1.14984541]],[[1.04618099]],[[1.11549674]],[[1.11448938]],[[1.03003764]],[[1.10540485]]
['CLK4'],[[1.11155197]],[[2.12898722]],[[2.00812616]],[[2.19263101]],[[2.16369873]],[[1.69028108]],[[1.54793413]],[[1.17262871]],[[1.09476241]],[[1.15534931]],[[1.12535141]],[[1.01574034]],[[1.07033062]]
['FAM172A'],[[1.11518928]],[[1.8172287]],[[1.60704566]],[[1.86567386]],[[1.77758438]],[[1.40182762]],[[1.57719735]],[[1.16387502]],[[1.07744578]],[[0.83514621]],[[1.09172926]],[[0.9590349]],[[0.97673738]]
['ABCC5'],[[0.93820753]],[[1.77899813]],[[1.75123881]],[[1.76588811]],[[1.61447339]],[[1.1186004]],[[1.02250478]],[[1.06257045]],[[1.39586483]],[[1.203048]],[[1.32923552]],[[1.0202892]],[[1.10323248]]
['SF3B6'],[[0.94424042]],[[1.95133594]],[[1.75122684]],[[1.76274975]],[[1.83983159]],[[1.58859303]],[[1.5517411]],[[1.42905614]],[[1.26909586]],[[1.15029942]],[[1.12127801]],[[1.13554791]],[[1.15593947]]
['CYTIP'],[[1.12260277]],[[1.28928939]],[[1.27267328]],[[1.40152463]],[[1.45225138]],[[1.05427794]],[[0.97283551]],[[0.8514562]],[[0.84016935]],[[0.77320224]],[[0.82743327]],[[0.72363191]],[[0.75541146]]
['ITGB6'],[[1.12312644]],[[1.48166206]],[[1.67713412]],[[1.83774827]],[[1.58642757]],[[1.42307684]],[[1.47289916]],[[1.03223057]],[[1.12833033]],[[0.64995322]],[[0.92246116]],[[0.67621652]],[[0.530073]]
['STRN'],[[1.06468706]],[[1.88721003]],[[1.79175997]],[[1.99278349]],[[2.03490293]],[[1.47601275]],[[1.42067934]],[[1.25465841]],[[1.22924934]],[[0.98180609]],[[1.2006349]],[[1.01517875]],[[1.11816946]]
['PLCL1'],[[1.01225056]],[[1.88338101]],[[1.77932041]],[[1.55826051]],[[1.37308197]],[[0.76638405]],[[0.83301711]],[[0.97564062]],[[0.76890151]],[[0.80841894]],[[0.80969483]],[[0.76110503]],[[0.86296982]]
['LRRC42'],[[0.8617961]],[[1.64188083]],[[1.46680779]],[[1.62882038]],[[1.49394359]],[[1.14226937]],[[1.05635316]],[[0.95725133]],[[0.88985252]],[[0.82620968]],[[0.98671269]],[[0.99947072]],[[0.93357608]]
['STXBP3'],[[1.07041904]],[[2.08538461]],[[1.88184411]],[[2.00101582]],[[1.91685456]],[[1.74045801]],[[1.71824909]],[[1.42514249]],[[1.28570748]],[[1.1691966]],[[1.21493171]],[[1.02001186]],[[1.14065633]]
['TSNAX'],[[0.98503844]],[[1.75083953]],[[1.73769218]],[[1.58967633]],[[1.80739627]],[[1.28311815]],[[1.23222957]],[[1.05391233]],[[1.04664784]],[[0.94827037]],[[1.03222167]],[[0.8751623]],[[1.0530107]]
['LGALS8'],[[1.05262226]],[[1.94230236]],[[1.9885332]],[[2.13727807]],[[2.03492395]],[[1.78998272]],[[1.43427197]],[[1.2042724]],[[1.10436213]],[[0.94322565]],[[1.04784002]],[[0.92941604]],[[0.98697496]]
['ZNF684'],[[1.13224231]],[[1.62408761]],[[1.32650743]],[[1.3229673]],[[1.29898417]],[[0.62069583]],[[0.9232885]],[[0.799368]],[[0.62146138]],[[0.61944447]],[[0.75149655]],[[0.63775011]],[[0.80959761]]
