['FGR'],[[0.95815038]],[[1.20137438]],[[1.19712631]],[[1.36869862]],[[1.50297093]],[[1.46061752]],[[1.20031316]],[[1.15881873]],[[0.89436512]],[[0.95865201]],[[0.71371461]],[[0.74440489]],[[0.76648814]]
['CNN2'],[[1.08107787]],[[1.72174508]],[[1.66625128]],[[1.89055377]],[[1.80905423]],[[1.32143476]],[[1.18624269]],[[1.23934055]],[[1.08973828]],[[1.26542571]],[[1.03905727]],[[0.94770339]],[[1.08392074]]
['FAR2'],[[0.88761886]],[[1.00697338]],[[0.9782605]],[[1.01235333]],[[1.27819506]],[[1.32147288]],[[1.15058426]],[[1.14258278]],[[0.74416753]],[[0.66733671]],[[0.69425186]],[[0.75133488]],[[0.6895243]]
['GNAI3'],[[0.84126261]],[[1.20958646]],[[1.25104411]],[[1.35429202]],[[1.23592717]],[[1.47247516]],[[1.10250946]],[[1.0614942]],[[0.7316143]],[[0.91305222]],[[0.77573998]],[[0.75559934]],[[0.82634499]]
['OAT'],[[1.03438082]],[[1.54160642]],[[1.5911281]],[[1.76548153]],[[1.93084043]],[[1.66125159]],[[1.24527364]],[[1.36274926]],[[1.35914637]],[[1.09707635]],[[0.93897344]],[[0.99324027]],[[1.04507829]]
['PYGM'],[[0.92566316]],[[1.41921132]],[[1.36477755]],[[1.66865278]],[[1.41208436]],[[1.22567012]],[[1.39859373]],[[1.17983883]],[[1.15955759]],[[0.91900878]],[[0.82291861]],[[0.78398343]],[[0.94572894]]
['NEDD4'],[[1.14697102]],[[1.50239196]],[[1.54647252]],[[1.74620845]],[[2.15620071]],[[1.95929242]],[[1.37958249]],[[1.39567818]],[[1.20454731]],[[1.2146627]],[[1.04863859]],[[0.88337953]],[[0.98792686]]
['CLTCL1'],[[1.13018508]],[[1.46370629]],[[1.35462397]],[[1.44880305]],[[1.39671801]],[[1.28503574]],[[1.23362768]],[[1.1637063]],[[1.02755668]],[[1.23239194]],[[0.92245773]],[[0.86171797]],[[0.87584422]]
['WIPI1'],[[0.91962581]],[[1.3903538]],[[1.31580135]],[[1.50652073]],[[1.36879394]],[[1.24779521]],[[1.14159227]],[[1.13951293]],[[1.07755204]],[[1.2363995]],[[0.97837934]],[[0.90343735]],[[1.01820013]]
['NDST1'],[[0.90523111]],[[1.49143134]],[[1.35537364]],[[1.41953883]],[[1.77115157]],[[0.88807206]],[[0.88244227]],[[1.01393079]],[[1.17803739]],[[1.32934328]],[[1.03298406]],[[0.83345117]],[[1.01936853]]
['ST6GALNAC2'],[[0.77240793]],[[1.2939606]],[[1.23238075]],[[1.37178218]],[[1.13061882]],[[1.03324]],[[0.82038663]],[[0.81339664]],[[0.55831163]],[[1.06883045]],[[0.76234802]],[[0.69219222]],[[0.88739428]]
['CYBRD1'],[[0.92180189]],[[1.64448922]],[[1.64900218]],[[1.76725924]],[[1.56099245]],[[1.39389517]],[[0.96960258]],[[1.15045959]],[[1.11549603]],[[1.16917914]],[[1.05946807]],[[0.97856206]],[[1.0737865]]
['ACTN1'],[[0.88635077]],[[1.4629012]],[[1.4554075]],[[1.63449599]],[[1.59231118]],[[1.27140183]],[[1.10822724]],[[1.14623471]],[[1.12801664]],[[1.21315829]],[[0.9360382]],[[0.83086746]],[[0.9353345]]
['P4HA2'],[[0.99358941]],[[1.4852374]],[[1.29006617]],[[1.45026518]],[[1.23462027]],[[1.31482859]],[[1.13655514]],[[1.14694343]],[[1.13790087]],[[0.80699178]],[[0.67107357]],[[0.71344207]],[[0.68149454]]
['TMEM38A'],[[1.30470335]],[[2.03783365]],[[1.40423798]],[[1.7698125]],[[1.95267324]],[[1.11495849]],[[1.35633552]],[[1.49366847]],[[1.50004551]],[[1.16144995]],[[0.74265296]],[[0.81706832]],[[0.93394485]]
['PANX2'],[[0.85757663]],[[1.63173931]],[[1.57681882]],[[1.67054882]],[[1.79181333]],[[1.05208953]],[[0.84170704]],[[0.97655335]],[[1.03011544]],[[1.41615831]],[[0.98410004]],[[0.88422494]],[[1.13009532]]
['EIF4G3'],[[0.82946556]],[[1.30112215]],[[1.2773775]],[[1.37018062]],[[1.40773821]],[[1.18811737]],[[1.02999408]],[[0.99217404]],[[0.87986446]],[[0.97382445]],[[0.84049358]],[[0.77302167]],[[0.79120763]]
['SLC25A40'],[[1.12504227]],[[1.7530479]],[[1.78514496]],[[1.80960746]],[[1.87417564]],[[2.05440989]],[[1.37036544]],[[1.246802]],[[1.05885173]],[[1.14870841]],[[1.08428138]],[[1.0614739]],[[1.04715637]]
['PLD1'],[[1.05532882]],[[1.58929549]],[[1.61040514]],[[1.75442047]],[[1.6536262]],[[1.39275346]],[[1.34802597]],[[1.20219009]],[[0.97265331]],[[1.06490394]],[[1.05666021]],[[0.99002718]],[[0.99548793]]
['STXBP2'],[[0.92395927]],[[1.37412044]],[[1.38188637]],[[1.47845516]],[[1.52893498]],[[1.25807434]],[[1.39590529]],[[1.30503929]],[[1.20335878]],[[1.05847881]],[[0.8813057]],[[0.89699889]],[[0.93660505]]
['DGKD'],[[1.05242788]],[[1.61756078]],[[1.56946325]],[[1.63529438]],[[1.68747734]],[[1.55769407]],[[1.48470272]],[[1.40321359]],[[1.18933449]],[[1.23144325]],[[1.12329138]],[[1.06604252]],[[1.08615576]]
['ACER3'],[[0.8855206]],[[1.29480854]],[[1.33729235]],[[1.37236471]],[[1.3450949]],[[1.91461851]],[[1.64767783]],[[1.41784042]],[[1.05303775]],[[0.96461209]],[[0.88750352]],[[0.86744262]],[[0.86988468]]
['NRDC'],[[0.89926664]],[[1.4760726]],[[1.46986189]],[[1.62684119]],[[1.6522402]],[[1.40658989]],[[1.09149308]],[[1.04780258]],[[0.9800116]],[[0.99603717]],[[0.85647939]],[[0.78135506]],[[0.90620871]]
['PGM1'],[[1.29009792]],[[1.85879897]],[[1.75817346]],[[1.87227183]],[[1.94452884]],[[1.53172224]],[[1.2509708]],[[1.30509112]],[[1.10026887]],[[1.32350707]],[[1.15313613]],[[1.03098511]],[[1.14478861]]
['PLOD1'],[[1.02936294]],[[1.53905584]],[[1.45592707]],[[1.51082418]],[[1.56640328]],[[1.07147098]],[[1.21327294]],[[1.27050453]],[[0.98070188]],[[1.29797097]],[[1.03485779]],[[0.89905282]],[[1.04211985]]
['SSH1'],[[1.16069893]],[[1.92047744]],[[1.90873621]],[[2.07325866]],[[1.8045066]],[[1.77360863]],[[1.47427036]],[[1.48495231]],[[1.12573357]],[[1.21609939]],[[1.11084517]],[[1.02609066]],[[1.07471045]]
['APLP2'],[[1.00372956]],[[1.39575055]],[[1.43594578]],[[1.39699241]],[[1.41035371]],[[1.29317742]],[[1.26285448]],[[1.34224194]],[[1.02243655]],[[1.18286231]],[[0.96635563]],[[0.96565692]],[[0.98695437]]
['CD82'],[[1.06096764]],[[1.54705745]],[[1.4816844]],[[1.63710512]],[[1.67803998]],[[1.441805]],[[1.1725636]],[[1.27269515]],[[1.23082721]],[[1.19317465]],[[1.07697918]],[[1.04023353]],[[1.05021225]]
['SNX10'],[[0.76316635]],[[1.24930346]],[[1.25189451]],[[1.42307227]],[[1.39369522]],[[1.48636642]],[[0.95593844]],[[0.91659702]],[[0.72227491]],[[0.75317121]],[[0.72077171]],[[0.60412536]],[[0.71672286]]
['LAT2'],[[0.85505995]],[[1.46800721]],[[1.46827274]],[[1.65438331]],[[1.69979341]],[[1.1943893]],[[1.06769271]],[[1.01690337]],[[0.98611833]],[[1.0959447]],[[0.88048314]],[[0.74758045]],[[0.9266874]]
['TRIP6'],[[0.97084607]],[[1.60174928]],[[1.74402025]],[[1.7291622]],[[1.63300601]],[[1.34230446]],[[1.33237482]],[[1.06647817]],[[0.99728127]],[[0.87848808]],[[0.98931612]],[[0.870696]],[[0.91537927]]
['LPCAT2'],[[0.78358395]],[[1.35467674]],[[1.34847985]],[[1.49540952]],[[1.35308508]],[[1.4069223]],[[1.05214239]],[[0.88267231]],[[0.72235062]],[[0.71896116]],[[0.67959321]],[[0.57873697]],[[0.69947485]]
['RFX2'],[[0.92146043]],[[0.92157946]],[[0.9975023]],[[1.20354626]],[[1.29120497]],[[1.73522394]],[[1.29820164]],[[1.30940314]],[[0.87853727]],[[0.7344027]],[[0.64424371]],[[0.76242513]],[[0.75824233]]
['NSFL1C'],[[0.87273323]],[[1.41053521]],[[1.41005884]],[[1.53189062]],[[1.48912602]],[[1.17937102]],[[1.00359268]],[[0.97113715]],[[0.87843621]],[[0.94277537]],[[0.85418088]],[[0.80523238]],[[0.90698687]]
['PXN'],[[0.9574971]],[[1.62438998]],[[1.60121843]],[[1.78186338]],[[1.66386859]],[[1.34228586]],[[1.1220495]],[[1.09369557]],[[0.9633721]],[[1.11447313]],[[0.93142829]],[[0.85270914]],[[0.94425859]]
['GMIP'],[[0.95923264]],[[1.44412793]],[[1.41761401]],[[1.55168614]],[[1.58444031]],[[1.18392265]],[[1.12152366]],[[1.05538145]],[[1.01733152]],[[1.10793765]],[[0.89849561]],[[0.82588369]],[[0.93537736]]
['MAEA'],[[0.94588134]],[[1.57259054]],[[1.55289872]],[[1.7274837]],[[1.5521892]],[[1.35716861]],[[1.13352258]],[[1.01812571]],[[0.88421619]],[[1.15587431]],[[0.88355132]],[[0.81327549]],[[0.985436]]
['OSBPL8'],[[1.08090156]],[[1.59931426]],[[1.59182471]],[[1.770745]],[[1.56057385]],[[1.7948536]],[[1.28443376]],[[1.3261731]],[[0.90492949]],[[1.17212671]],[[1.04619716]],[[0.87836049]],[[1.04771425]]
['CMTM6'],[[0.89992382]],[[1.54481234]],[[1.54950193]],[[1.74703008]],[[1.65931721]],[[1.67154209]],[[1.10840554]],[[1.16217956]],[[0.80498336]],[[0.98969456]],[[0.83940774]],[[0.75101375]],[[0.88093207]]
['PPP2R3C'],[[0.93587799]],[[1.37197198]],[[1.35404379]],[[1.53654134]],[[1.81090623]],[[1.44521325]],[[1.0268038]],[[1.09003228]],[[0.92250868]],[[0.9034474]],[[0.91854422]],[[0.8023878]],[[0.90557954]]
['UNC13D'],[[0.95556381]],[[1.3926287]],[[1.37301637]],[[1.49863323]],[[1.52773812]],[[1.16726227]],[[1.15202338]],[[1.12080617]],[[1.10709462]],[[1.16995658]],[[1.00027831]],[[0.88761844]],[[1.03280901]]
['LRRFIP2'],[[0.88363637]],[[1.3077281]],[[1.39619413]],[[1.45990287]],[[1.62864483]],[[1.39233139]],[[1.09484612]],[[1.01633159]],[[0.94063732]],[[0.85401105]],[[0.87813361]],[[0.85813029]],[[0.86401527]]
['NANS'],[[0.95302025]],[[1.72448624]],[[1.73487124]],[[1.83030414]],[[1.74909846]],[[1.36797864]],[[1.25610016]],[[1.16640855]],[[1.01607943]],[[0.98510198]],[[0.92361723]],[[0.94648564]],[[0.98626983]]
['GTPBP1'],[[0.74109951]],[[1.48308576]],[[1.48341604]],[[1.6599978]],[[1.64767603]],[[1.06961765]],[[0.79793898]],[[0.77007719]],[[0.94993803]],[[0.9883614]],[[0.776161]],[[0.70365062]],[[0.81969779]]
['TOM1'],[[1.02218196]],[[1.63440225]],[[1.58901396]],[[1.7169338]],[[1.77670955]],[[1.13735814]],[[1.14767191]],[[1.17607254]],[[1.17517376]],[[1.20583028]],[[1.00430446]],[[0.90879452]],[[1.03702259]]
['THOC5'],[[1.02347979]],[[1.67182377]],[[1.64417556]],[[1.82891442]],[[1.62481451]],[[1.38639864]],[[1.21070793]],[[1.06432267]],[[1.04522549]],[[0.97150694]],[[0.8692132]],[[0.84772417]],[[0.95260531]]
['CSF2RB'],[[0.81363371]],[[1.52854048]],[[1.55527687]],[[1.74827437]],[[1.58258153]],[[1.16690844]],[[0.87740672]],[[0.9110985]],[[0.86176456]],[[0.97980161]],[[0.79941578]],[[0.71252697]],[[0.86291879]]
['PRMT5'],[[1.1778533]],[[1.82192609]],[[1.79368648]],[[1.97275696]],[[1.5442196]],[[1.55920866]],[[1.45431223]],[[1.35952289]],[[1.07296236]],[[1.05418147]],[[0.99712275]],[[0.99282757]],[[0.96218931]]
['RIN3'],[[1.06071683]],[[1.6268422]],[[1.56943559]],[[1.73792499]],[[1.78552284]],[[1.22341058]],[[1.2781254]],[[1.26938032]],[[1.09952275]],[[1.18308415]],[[1.07930667]],[[1.01239753]],[[1.0466379]]
['C20orf24'],[[0.96701617]],[[1.33362804]],[[1.30743161]],[[1.44415099]],[[1.5418521]],[[1.06049971]],[[1.04207517]],[[1.04146905]],[[0.97529421]],[[0.98708904]],[[0.85485045]],[[0.70856752]],[[0.81483482]]
['TPD52L2'],[[0.96267413]],[[1.41304191]],[[1.37029837]],[[1.53213078]],[[1.43840186]],[[1.22729683]],[[1.12737006]],[[1.12313796]],[[0.99327363]],[[1.21394258]],[[0.96200063]],[[0.85169928]],[[1.03245123]]
['DNAJC5'],[[1.04871702]],[[1.45797137]],[[1.42372531]],[[1.57686141]],[[1.52778378]],[[1.28209924]],[[1.19997257]],[[1.17704559]],[[1.04531096]],[[1.18501147]],[[0.96491754]],[[0.9346407]],[[1.00139016]]
['RASSF2'],[[0.94342472]],[[1.54892714]],[[1.48291115]],[[1.67343474]],[[1.63974807]],[[1.307189]],[[1.11926624]],[[1.1647282]],[[0.95404892]],[[1.17989107]],[[0.95208249]],[[0.82811948]],[[1.00660588]]
['SIRPB1'],[[0.87123122]],[[1.41600396]],[[1.4304331]],[[1.52763679]],[[1.30799123]],[[1.31198057]],[[1.06117335]],[[1.10968684]],[[0.74694082]],[[1.027998]],[[0.83269115]],[[0.73443478]],[[0.87674756]]
['DNTTIP1'],[[0.93087308]],[[1.34396612]],[[1.31782067]],[[1.43014082]],[[1.45823658]],[[1.15626315]],[[0.95824213]],[[0.99440177]],[[0.86832238]],[[1.11084853]],[[0.80352665]],[[0.77905006]],[[0.91073872]]
['ZNF516'],[[1.07610455]],[[1.69391058]],[[1.61490417]],[[1.71716642]],[[1.54817754]],[[1.47182175]],[[1.39645266]],[[1.28309829]],[[1.14573337]],[[1.25200632]],[[1.06996423]],[[0.89620752]],[[1.11960251]]
['PLP2'],[[1.2175235]],[[1.79657619]],[[1.70354829]],[[1.88156011]],[[1.74980483]],[[1.7197611]],[[1.72245349]],[[1.66404986]],[[1.29717447]],[[1.37719024]],[[1.08975121]],[[1.10310276]],[[1.11988933]]
['KCND1'],[[0.87408385]],[[1.32876198]],[[1.22290074]],[[1.46629184]],[[1.55010237]],[[1.0088532]],[[1.15745565]],[[1.09507356]],[[0.98906742]],[[0.9725747]],[[0.71985755]],[[0.69893771]],[[0.85691905]]
['PGK1'],[[1.00705014]],[[1.5203112]],[[1.55934701]],[[1.69195812]],[[1.63965227]],[[1.53135872]],[[1.25444827]],[[1.23130141]],[[1.02320474]],[[1.03488894]],[[0.91895795]],[[0.93495833]],[[0.97020006]]
['RP2'],[[0.90181196]],[[1.51139815]],[[1.53759358]],[[1.69341391]],[[1.61499367]],[[1.58702351]],[[1.1518103]],[[1.11463803]],[[0.86931044]],[[0.90898019]],[[0.79781778]],[[0.73099943]],[[0.85064207]]
['DNAJC3'],[[1.10704033]],[[1.58815772]],[[1.53410373]],[[1.62002398]],[[1.5580918]],[[1.83263987]],[[1.34673078]],[[1.37959594]],[[0.89445866]],[[1.06733671]],[[0.95150004]],[[0.86825344]],[[0.95923137]]
['MGRN1'],[[0.92714426]],[[1.50954384]],[[1.43038101]],[[1.49955876]],[[1.52619419]],[[1.0989516]],[[1.00784819]],[[0.99788356]],[[0.90808029]],[[1.13302381]],[[0.94843116]],[[0.83293208]],[[0.97592901]]
['MAPK3'],[[1.15144703]],[[1.58619126]],[[1.52931271]],[[1.68900339]],[[1.73632905]],[[1.33281828]],[[1.38192125]],[[1.3033233]],[[1.26639537]],[[1.26673748]],[[1.10184937]],[[0.98232095]],[[1.10605901]]
['GDPD3'],[[0.9766693]],[[1.31060327]],[[1.37419178]],[[1.36707511]],[[1.55296963]],[[1.32265085]],[[1.55858738]],[[1.13591242]],[[1.22317742]],[[1.08173843]],[[0.90433469]],[[0.87699504]],[[1.02712673]]
['NECAB2'],[[0.89271384]],[[1.87076164]],[[1.89493667]],[[1.90453737]],[[1.94935242]],[[1.03975023]],[[0.95285761]],[[1.23371528]],[[1.85844081]],[[1.72027789]],[[1.16523866]],[[1.12757001]],[[1.41317499]]
['MEFV'],[[0.72151494]],[[1.19504739]],[[1.20095682]],[[1.32468247]],[[1.28256746]],[[1.00720923]],[[0.94835152]],[[0.94272827]],[[0.77765465]],[[0.946534]],[[0.71165997]],[[0.64736287]],[[0.74706609]]
['ZNF106'],[[1.03785185]],[[1.54966888]],[[1.5002114]],[[1.59863839]],[[1.5548345]],[[1.57140704]],[[1.36684128]],[[1.26161194]],[[0.93706651]],[[1.03213571]],[[0.93494424]],[[0.8339257]],[[0.93401697]]
['CPQ'],[[0.84666335]],[[1.3675406]],[[1.37743427]],[[1.44042711]],[[1.33552023]],[[1.19560528]],[[1.00059715]],[[1.04346058]],[[0.84110071]],[[1.04571095]],[[0.84469275]],[[0.7575868]],[[0.92839568]]
['TRPS1'],[[0.97687262]],[[1.24940616]],[[1.42008206]],[[1.42852415]],[[1.57643453]],[[1.37213466]],[[1.27012892]],[[1.21363229]],[[0.95707913]],[[0.88219718]],[[0.92962686]],[[1.02505895]],[[0.93542585]]
['ASAH1'],[[0.88591049]],[[1.32074738]],[[1.33238972]],[[1.42618825]],[[1.2722677]],[[1.45893477]],[[1.0224294]],[[1.10668064]],[[0.843342]],[[1.08108105]],[[0.81807058]],[[0.78647568]],[[0.84565622]]
['FCGRT'],[[0.93347929]],[[1.33801896]],[[1.31380223]],[[1.42542929]],[[1.38037828]],[[1.00301973]],[[1.00668096]],[[1.07622215]],[[0.96573835]],[[1.11217626]],[[0.92533995]],[[0.85572292]],[[0.98935513]]
['RAB3D'],[[0.97857001]],[[1.58392454]],[[1.50403268]],[[1.74216928]],[[1.72937688]],[[1.29114085]],[[1.19044313]],[[1.24379551]],[[0.9952488]],[[1.19701104]],[[0.9895731]],[[0.8287435]],[[0.99624543]]
['PLPPR2'],[[0.95514459]],[[1.50739284]],[[1.42211491]],[[1.57387725]],[[1.63713017]],[[1.07992565]],[[1.03605105]],[[1.1103002]],[[1.00477824]],[[1.27794648]],[[1.01161327]],[[0.83825845]],[[1.04156753]]
['MOSPD3'],[[1.09089672]],[[1.52097278]],[[1.58781364]],[[1.77670895]],[[1.7543808]],[[1.25269025]],[[1.10317935]],[[1.27363965]],[[1.3564823]],[[1.10343246]],[[1.06558076]],[[1.03272952]],[[1.10619852]]
['IMPDH1'],[[1.07819463]],[[1.58569587]],[[1.57232633]],[[1.775083]],[[1.85403627]],[[1.4496866]],[[1.35326094]],[[1.32950083]],[[1.18289752]],[[1.15877891]],[[0.9560406]],[[0.87510969]],[[1.03023677]]
['UBE2R2'],[[1.03806217]],[[1.45346057]],[[1.44553704]],[[1.66416859]],[[1.71482699]],[[1.54537105]],[[1.24736699]],[[1.27713049]],[[1.11409883]],[[1.10154089]],[[0.93787126]],[[0.85539973]],[[0.94341494]]
['MAP3K8'],[[0.95150669]],[[1.35536024]],[[1.34485154]],[[1.50746642]],[[1.54708777]],[[1.35543591]],[[0.97883012]],[[0.99245187]],[[0.98100648]],[[0.82604094]],[[0.81168309]],[[0.7987298]],[[0.7803506]]
['P2RX1'],[[1.04074552]],[[1.41249034]],[[1.33268225]],[[1.45455688]],[[1.39486382]],[[1.28406768]],[[1.21700211]],[[1.15104793]],[[0.99298648]],[[1.21665403]],[[0.91893295]],[[0.81936104]],[[0.89295447]]
['GALK1'],[[0.94169991]],[[1.41657676]],[[1.40986965]],[[1.58711585]],[[1.73795415]],[[1.15127658]],[[1.27566868]],[[1.28815179]],[[1.3336789]],[[0.95396999]],[[0.86080338]],[[0.94430203]],[[0.94075148]]
['DUSP3'],[[0.77367624]],[[1.42825258]],[[1.47630158]],[[1.50264293]],[[1.39200218]],[[1.19774082]],[[1.25541613]],[[1.22112226]],[[1.09118446]],[[0.94350833]],[[0.74934946]],[[0.7715662]],[[0.79101891]]
['PRKAR1A'],[[0.82370219]],[[1.38261799]],[[1.37622479]],[[1.51950954]],[[1.44823444]],[[1.51961852]],[[0.9622718]],[[1.03594104]],[[0.8336625]],[[1.07937643]],[[0.86216261]],[[0.78128919]],[[0.9084839]]
['CHIC2'],[[0.98455109]],[[1.58067167]],[[1.54340403]],[[1.67796185]],[[1.74963309]],[[1.3644787]],[[1.09809331]],[[1.08420199]],[[0.97904348]],[[1.02079577]],[[0.95978542]],[[0.8842119]],[[1.07184091]]
['UBE2D3'],[[0.8051541]],[[1.27853416]],[[1.29732239]],[[1.44186829]],[[1.41671213]],[[1.41894454]],[[0.94723198]],[[0.93929381]],[[1.00209038]],[[0.8858167]],[[0.808941]],[[0.75573837]],[[0.87182191]]
['GALNT7'],[[1.16483624]],[[1.57211543]],[[1.51204159]],[[1.52367132]],[[1.5836408]],[[1.47759718]],[[1.3333586]],[[1.27654051]],[[1.03326696]],[[1.13844205]],[[1.09217211]],[[0.94492744]],[[1.07463344]]
['HTATIP2'],[[1.00837543]],[[1.52953561]],[[1.41015054]],[[1.6667144]],[[1.54912016]],[[1.40039371]],[[1.17681598]],[[1.2906011]],[[1.01605951]],[[1.07430758]],[[0.9136088]],[[0.79824008]],[[0.97819181]]
['MS4A6A'],[[0.88607871]],[[1.23815807]],[[1.33179033]],[[1.32518837]],[[1.26972748]],[[1.487543]],[[1.2849534]],[[1.21784932]],[[0.78461158]],[[0.80098893]],[[0.77132828]],[[0.85803471]],[[0.80602067]]
['RNF141'],[[1.07166125]],[[1.30215591]],[[1.25047915]],[[1.45163127]],[[1.51055018]],[[1.83730034]],[[0.96733372]],[[1.1385268]],[[0.74326481]],[[1.11365222]],[[0.82557467]],[[0.79982426]],[[0.92089951]]
['CBL'],[[1.03156462]],[[1.51175458]],[[1.4159073]],[[1.55464038]],[[1.57575816]],[[1.50202648]],[[1.33260662]],[[1.2365975]],[[0.9852421]],[[1.07645451]],[[1.00886766]],[[0.86177455]],[[0.98420474]]
['NECTIN1'],[[1.22741123]],[[1.86415488]],[[1.8757129]],[[2.06936146]],[[1.65805953]],[[1.27309653]],[[1.15014406]],[[1.34198736]],[[1.19524885]],[[1.50806971]],[[1.34644906]],[[1.15102126]],[[1.39444253]]
['TCIRG1'],[[0.93106544]],[[1.2365499]],[[1.21132897]],[[1.32423887]],[[1.36782486]],[[0.96010267]],[[1.06694146]],[[0.96106094]],[[0.90047125]],[[1.01090795]],[[0.80433717]],[[0.78152002]],[[0.88578411]]
