['NDUFAF7'],[[1.55163603]],[[2.10884412]],[[1.8507869]],[[2.20552272]],[[1.88051112]],[[1.86552159]],[[1.8826747]],[[1.23688288]],[[0.93149566]],[[0.90792997]],[[1.05931178]],[[1.14427388]],[[1.01811386]]
['ATP2B4'],[[0.87086765]],[[1.29118521]],[[1.39240066]],[[1.72801448]],[[1.63454662]],[[1.94305841]],[[1.3493067]],[[1.27270865]],[[0.92599707]],[[0.87698108]],[[0.95386176]],[[1.19004701]],[[1.02159234]]
['ZC3H11A'],[[1.37036378]],[[1.77741155]],[[1.08717409]],[[1.67459354]],[[1.41903471]],[[1.17753989]],[[1.33886227]],[[1.16966276]],[[0.91981639]],[[1.05302369]],[[0.80167283]],[[0.89724007]],[[0.8341255]]
['DNAJC25'],[[0.92476062]],[[2.0167439]],[[1.71311675]],[[1.95397318]],[[1.65586311]],[[1.42360143]],[[1.33886226]],[[1.31679467]],[[1.01881412]],[[0.98997762]],[[1.09127036]],[[1.14873462]],[[1.03638148]]
['CYB5R4'],[[1.92959051]],[[2.01367748]],[[1.88589539]],[[2.11035839]],[[1.92072828]],[[1.67484677]],[[1.9618474]],[[1.4542474]],[[1.0126147]],[[1.07383352]],[[1.01003244]],[[1.15204602]],[[0.99682506]]
['TBC1D1'],[[1.89438893]],[[1.92812344]],[[1.91503277]],[[2.06233488]],[[1.8393285]],[[1.22205498]],[[1.43573637]],[[1.46024501]],[[1.10256777]],[[1.09291372]],[[1.07495286]],[[1.22011605]],[[1.07894571]]
['DIP2B'],[[1.46911389]],[[1.81291298]],[[1.84568554]],[[2.07065683]],[[1.84631021]],[[1.51259142]],[[1.83016577]],[[1.34029908]],[[1.0300587]],[[1.17786747]],[[0.97935319]],[[1.15974201]],[[0.97313299]]
['SP100'],[[1.30146775]],[[1.64587461]],[[1.59186676]],[[1.9896061]],[[1.72912543]],[[1.5418835]],[[1.82167707]],[[1.45650213]],[[1.08755159]],[[1.01280094]],[[1.00093912]],[[1.19497577]],[[1.05681043]]
['KLF6'],[[1.90519279]],[[1.94118717]],[[1.97457187]],[[2.42676335]],[[2.22843629]],[[1.57525549]],[[2.01997261]],[[1.58392597]],[[1.16187526]],[[1.22990638]],[[1.14571075]],[[1.35785489]],[[1.16815472]]
['PDK3'],[[1.6470308]],[[1.86439478]],[[1.88656112]],[[1.96132627]],[[1.7175491]],[[1.53249714]],[[1.97396609]],[[1.44678445]],[[1.05074238]],[[1.07417423]],[[0.97347523]],[[1.06500255]],[[0.96318247]]
['SRBD1'],[[1.85837977]],[[1.82192215]],[[1.76244263]],[[2.03721412]],[[1.75816179]],[[1.04807419]],[[1.34401477]],[[1.2725251]],[[1.03264278]],[[0.99545233]],[[1.01056057]],[[1.15998351]],[[1.02356862]]
['SNX13'],[[1.69922799]],[[1.91109056]],[[1.6360308]],[[1.87578339]],[[1.69960875]],[[1.59148899]],[[1.71613944]],[[1.28783309]],[[0.91540613]],[[1.03669561]],[[0.96160013]],[[1.07863026]],[[0.9532222]]
['MARK2'],[[1.40723043]],[[1.69222173]],[[1.76333251]],[[2.03921805]],[[1.81008099]],[[1.60152371]],[[1.64529566]],[[1.59557967]],[[1.22066262]],[[1.23950389]],[[1.1572387]],[[1.30979347]],[[1.14067031]]
['ACAP1'],[[1.28859049]],[[1.78366424]],[[1.86298191]],[[2.0961517]],[[1.86551719]],[[1.72327536]],[[1.8318323]],[[1.35933561]],[[1.05584548]],[[1.04412876]],[[1.04505672]],[[1.22641729]],[[1.03728901]]
['PICALM'],[[1.33653139]],[[1.42924044]],[[1.31869271]],[[1.65910944]],[[1.46640092]],[[1.32043219]],[[1.39310008]],[[1.21660167]],[[0.92048719]],[[1.18606125]],[[0.78992945]],[[0.95502698]],[[0.84026244]]
['CLASP1'],[[1.49920561]],[[1.73844595]],[[1.63693482]],[[1.80773512]],[[1.64702126]],[[1.29525186]],[[1.38051802]],[[1.21570584]],[[0.99430986]],[[1.00455988]],[[0.99449504]],[[1.12378946]],[[0.98453859]]
['SEMA3C'],[[1.60552588]],[[1.66884899]],[[1.62028755]],[[1.86237659]],[[1.64709806]],[[1.34486846]],[[1.34821225]],[[1.2731915]],[[1.06004666]],[[1.05216291]],[[1.12369951]],[[1.28421552]],[[1.12005124]]
['ARHGAP15'],[[1.62985267]],[[2.02031847]],[[1.76211096]],[[2.17045513]],[[1.87968771]],[[1.67784771]],[[1.71852644]],[[1.2604668]],[[0.83676916]],[[0.83092239]],[[0.93389303]],[[1.12868798]],[[0.92576718]]
['PAG1'],[[1.14614067]],[[1.588811]],[[1.66982992]],[[2.12826847]],[[1.86567086]],[[1.61830696]],[[1.81023697]],[[1.27640027]],[[0.91968582]],[[0.94713206]],[[0.93045849]],[[1.09783004]],[[0.92625308]]
['PPP1R12B'],[[1.98186593]],[[2.09120095]],[[1.86034666]],[[2.08916375]],[[1.81500096]],[[1.55088859]],[[1.3828475]],[[1.1354985]],[[1.02422225]],[[1.45979781]],[[1.17918007]],[[1.28366975]],[[1.16417906]]
['NEBL'],[[2.84528902]],[[2.12117165]],[[2.16219681]],[[4.16316417]],[[3.75181926]],[[1.79346151]],[[1.91874549]],[[2.30741588]],[[2.23365723]],[[1.12865617]],[[3.11181011]],[[2.36801225]],[[2.784396]]
['TP53INP2'],[[2.23038926]],[[1.9115075]],[[2.04696514]],[[2.3687023]],[[2.06534667]],[[0.93424793]],[[1.20664401]],[[1.2432473]],[[1.04956393]],[[1.32724821]],[[1.3422132]],[[1.47309365]],[[1.37045899]]
['RFX3'],[[1.63464779]],[[2.01370016]],[[1.91936621]],[[1.8244553]],[[1.6671835]],[[1.29367681]],[[1.59968494]],[[1.24114523]],[[0.99961995]],[[1.04977003]],[[0.90186072]],[[1.04827671]],[[0.95537295]]
['RAB21'],[[1.49051597]],[[1.69949784]],[[1.66643471]],[[1.98260138]],[[1.81689459]],[[1.38134056]],[[1.53821729]],[[1.37927401]],[[1.06276361]],[[1.07308207]],[[1.03039785]],[[1.19701411]],[[1.04068388]]
['PSEN1'],[[1.64327007]],[[1.73603293]],[[1.76666035]],[[2.01147336]],[[1.74493628]],[[1.55975906]],[[1.82362762]],[[1.51365476]],[[1.06679596]],[[1.1766397]],[[1.06205858]],[[1.24738301]],[[1.09973712]]
['PHLPP1'],[[1.45048337]],[[1.90399568]],[[1.88053438]],[[2.3240728]],[[1.86886364]],[[1.76938929]],[[2.72080474]],[[1.50860938]],[[1.05294769]],[[1.36420718]],[[1.3168944]],[[1.3282946]],[[1.25390084]]
['RNF13'],[[1.73471178]],[[1.89543688]],[[1.81287488]],[[2.06292161]],[[1.85568239]],[[1.48634913]],[[1.95005058]],[[1.22967724]],[[0.9014164]],[[1.16894917]],[[0.93073433]],[[1.12006324]],[[0.98064004]]
['KAT6A'],[[1.19928579]],[[1.78382447]],[[1.83603708]],[[2.10242122]],[[1.86446835]],[[1.59032408]],[[1.44727995]],[[1.30473225]],[[0.92845762]],[[0.98740859]],[[0.97473251]],[[1.15719691]],[[0.99951109]]
['ZCCHC6'],[[1.8659671]],[[1.93413135]],[[1.84611238]],[[2.14065951]],[[1.91960502]],[[1.59563325]],[[1.4284136]],[[1.40992173]],[[1.07303817]],[[1.15722676]],[[1.09196936]],[[1.24312618]],[[1.06612141]]
['ZNF586'],[[1.51837112]],[[1.63682793]],[[1.59757126]],[[1.96280846]],[[1.67646574]],[[1.39002087]],[[1.48748744]],[[1.26458768]],[[0.92463462]],[[0.97985988]],[[0.8862437]],[[1.10938615]],[[0.90189648]]
['CHMP2B'],[[1.57932641]],[[1.74356424]],[[1.79343696]],[[1.97996748]],[[1.80033713]],[[1.64520484]],[[1.84114218]],[[1.34246711]],[[0.91156806]],[[1.10758742]],[[0.95149489]],[[1.1421954]],[[1.00573456]]
['NCOA1'],[[1.3896782]],[[1.49302244]],[[1.5267273]],[[1.92481591]],[[1.71340554]],[[1.49279733]],[[1.41803483]],[[1.38587322]],[[1.04002307]],[[1.09022995]],[[1.01569551]],[[1.14979569]],[[1.02430072]]
['SLC25A24'],[[1.25166848]],[[1.45679558]],[[1.55917467]],[[1.83741293]],[[1.84167804]],[[1.88577094]],[[2.20274955]],[[1.53869348]],[[1.07844479]],[[0.97658704]],[[0.93279426]],[[1.12198333]],[[1.0140522]]
['PPEF1'],[[2.38823591]],[[2.49396032]],[[2.16219625]],[[2.52368394]],[[2.47416677]],[[2.14573482]],[[1.56877272]],[[2.02350123]],[[1.63813039]],[[1.69487727]],[[1.41614573]],[[1.61356401]],[[1.50339319]]
['PPP1R15A'],[[1.31584774]],[[1.87702069]],[[2.0875508]],[[2.31199535]],[[2.06561233]],[[1.5873674]],[[1.64150202]],[[1.59179238]],[[1.18299571]],[[1.36919959]],[[1.25257256]],[[1.45534577]],[[1.23062128]]
['ERGIC2'],[[1.63873055]],[[1.73840869]],[[1.62885212]],[[1.94544171]],[[1.72047089]],[[1.47351253]],[[1.61262911]],[[1.18097714]],[[0.8777572]],[[0.923547]],[[0.93595581]],[[1.04645161]],[[0.91889487]]
['SPTLC1'],[[1.42684221]],[[1.63776055]],[[1.67286319]],[[1.97866999]],[[1.77447146]],[[1.51306231]],[[1.67509474]],[[1.4692611]],[[1.07954111]],[[1.05310561]],[[1.05590102]],[[1.21099058]],[[1.08797045]]
['SLC7A8'],[[1.50306578]],[[1.28164775]],[[1.36348623]],[[1.07485542]],[[1.10291088]],[[0.39305828]],[[0.22337989]],[[0.4190823]],[[0.48625755]],[[0.97599302]],[[0.28907126]],[[0.48022093]],[[0.43892325]]
['MAST3'],[[1.63521423]],[[1.88124708]],[[1.93767473]],[[2.07767899]],[[1.76773504]],[[1.52966211]],[[1.44579019]],[[1.41183314]],[[1.10787471]],[[1.28287604]],[[1.13605625]],[[1.26889871]],[[1.13787822]]
['MKNK2'],[[1.1502679]],[[1.44025731]],[[1.56140704]],[[1.83032786]],[[1.64526133]],[[1.30384594]],[[1.04482506]],[[1.31792138]],[[1.12614827]],[[1.43331974]],[[1.00498963]],[[1.22401041]],[[1.03201224]]
['RBM23'],[[1.37764995]],[[1.56807045]],[[1.65608674]],[[1.87605647]],[[1.64680741]],[[1.4257363]],[[1.34403149]],[[1.29589594]],[[0.96414754]],[[1.07489632]],[[0.98777485]],[[1.13916619]],[[0.97450058]]
['NIN'],[[1.58971364]],[[1.70324525]],[[1.74134721]],[[2.1065858]],[[1.8479783]],[[1.65810603]],[[1.81147891]],[[1.53094476]],[[1.15507342]],[[1.02516905]],[[1.1080702]],[[1.26610135]],[[1.08100106]]
['SUSD6'],[[1.53818707]],[[1.64094392]],[[1.71015594]],[[1.98078901]],[[1.76359613]],[[1.56317041]],[[1.67346073]],[[1.50705099]],[[1.09037279]],[[1.20951405]],[[1.11541658]],[[1.28802917]],[[1.09015858]]
['GMPR2'],[[1.26805881]],[[1.67434381]],[[1.67779686]],[[2.00269053]],[[1.80918811]],[[1.68458529]],[[1.45524204]],[[1.51111597]],[[1.12591699]],[[1.19982568]],[[1.06117526]],[[1.26659233]],[[1.06293211]]
['MAP1LC3A'],[[1.69392325]],[[1.93621699]],[[1.93419977]],[[2.48511621]],[[2.09736685]],[[0.68588163]],[[1.31818884]],[[1.24538698]],[[1.07940474]],[[1.38532657]],[[1.10564708]],[[1.44958828]],[[1.29642764]]
['TBL1X'],[[1.58504636]],[[1.60438753]],[[1.64346151]],[[1.85299435]],[[1.60917982]],[[1.54881576]],[[1.72209894]],[[1.41225396]],[[1.07852715]],[[1.17502589]],[[1.02542106]],[[1.16547724]],[[1.0192754]]
['FNDC3A'],[[1.58120858]],[[1.7642469]],[[1.74417281]],[[1.88072758]],[[1.61995051]],[[1.20191917]],[[1.86858808]],[[1.27585783]],[[0.95681158]],[[0.99766743]],[[0.97804711]],[[1.08803838]],[[0.97542919]]
['KLF5'],[[2.00343564]],[[1.8098887]],[[2.08057039]],[[1.98218685]],[[1.7375175]],[[1.90483017]],[[1.91298595]],[[1.297098]],[[1.09193172]],[[1.15644001]],[[1.09964991]],[[1.21447303]],[[1.02748135]]
['PARP4'],[[2.21448703]],[[2.1293383]],[[2.07695207]],[[2.18255816]],[[1.96839675]],[[1.60470222]],[[1.64404966]],[[1.39422218]],[[1.06651987]],[[1.06454515]],[[1.05158563]],[[1.1861046]],[[1.04991861]]
['SUPT20H'],[[1.41911403]],[[1.73667254]],[[1.68183362]],[[1.93852517]],[[1.78955975]],[[1.58371349]],[[1.33979181]],[[1.19731718]],[[0.90387019]],[[1.03709443]],[[0.9483796]],[[1.07900933]],[[0.95702553]]
['INTS6'],[[1.55110438]],[[1.90788024]],[[1.75845625]],[[2.0445957]],[[1.83663465]],[[1.59340189]],[[1.70800119]],[[1.22515879]],[[0.93185475]],[[1.0268784]],[[1.00047751]],[[1.10640567]],[[0.94518205]]
['DHRS12'],[[1.44747072]],[[1.87181184]],[[1.80868729]],[[2.10514673]],[[1.88237652]],[[1.78545032]],[[1.55119809]],[[1.24630002]],[[1.00692825]],[[0.96737253]],[[0.84458024]],[[1.04141494]],[[0.91166759]]
['LYRM1'],[[1.5025082]],[[1.86711625]],[[1.86703845]],[[2.20295532]],[[1.97174686]],[[1.49553056]],[[2.36788022]],[[1.43215997]],[[1.10735442]],[[1.22523574]],[[1.04745909]],[[1.21111795]],[[1.03967207]]
['LONP2'],[[1.53427859]],[[1.85274329]],[[1.79372211]],[[1.75715124]],[[1.51359901]],[[0.82179901]],[[1.07942266]],[[1.07090009]],[[0.84382177]],[[0.87002159]],[[0.97274996]],[[1.06483322]],[[0.93712618]]
['N4BP1'],[[1.34410562]],[[1.640024]],[[1.64915247]],[[2.085263]],[[1.87474163]],[[1.70885764]],[[2.00943124]],[[1.42879408]],[[0.96421789]],[[1.11022548]],[[1.06202638]],[[1.25991296]],[[1.07472099]]
['USP10'],[[1.94134093]],[[1.85909703]],[[1.88409186]],[[2.0384827]],[[1.89220999]],[[1.38292477]],[[1.58664766]],[[1.40284405]],[[1.12948447]],[[1.17169345]],[[1.13272776]],[[1.20975518]],[[1.0412436]]
['BCKDK'],[[1.78295755]],[[1.74753774]],[[1.97467754]],[[2.13868614]],[[1.98307443]],[[1.57101705]],[[1.65389084]],[[1.65712714]],[[1.36508588]],[[1.31984902]],[[1.25728835]],[[1.42737806]],[[1.26259728]]
['NBN'],[[2.3109545]],[[1.94871117]],[[1.84910141]],[[2.23406118]],[[2.01966847]],[[1.39723101]],[[2.26201603]],[[1.67035397]],[[1.11024035]],[[1.01775405]],[[1.13828443]],[[1.26182413]],[[1.15506742]]
['UBE2W'],[[1.55429094]],[[2.05708264]],[[1.74762375]],[[2.03423794]],[[1.85398613]],[[1.62823462]],[[2.62605802]],[[1.42675437]],[[1.02844329]],[[1.03080343]],[[1.02736193]],[[1.13102611]],[[0.95430791]]
['EMC2'],[[1.24684653]],[[1.76191969]],[[1.62553922]],[[1.9163729]],[[1.71274172]],[[1.2786721]],[[1.6060688]],[[1.21954694]],[[0.9004077]],[[0.93788258]],[[0.94770464]],[[1.09211046]],[[0.93245756]]
['ERI1'],[[1.17144593]],[[1.83159772]],[[1.77246504]],[[2.25386428]],[[1.98406222]],[[1.47157129]],[[1.736057]],[[1.21558273]],[[0.87786657]],[[1.05461033]],[[0.91636839]],[[1.13293692]],[[1.00613816]]
['CCDC9'],[[1.0747379]],[[1.38191993]],[[1.59272035]],[[1.90014647]],[[1.64956037]],[[1.24519457]],[[1.10462444]],[[1.20479551]],[[1.00545914]],[[1.08321084]],[[0.97377171]],[[1.18649254]],[[0.99362188]]
['ELL'],[[1.32660616]],[[2.05008643]],[[2.03579693]],[[2.00327867]],[[1.76064586]],[[1.63657473]],[[1.66832576]],[[1.4202792]],[[1.07419697]],[[1.23237467]],[[1.01768479]],[[1.20931413]],[[0.99753802]]
['HBP1'],[[1.4453737]],[[1.73820005]],[[1.6859049]],[[1.91097287]],[[1.75022925]],[[1.28084633]],[[1.25401988]],[[1.31249691]],[[0.96460125]],[[1.13462945]],[[0.98042948]],[[1.15124017]],[[0.97970611]]
['ZC3HAV1'],[[1.25574334]],[[2.00221123]],[[1.99249196]],[[2.26806122]],[[2.03362423]],[[1.21710134]],[[1.51035831]],[[1.26205651]],[[1.03573595]],[[1.02633228]],[[0.94074631]],[[1.17797778]],[[0.98707995]]
['COA1'],[[1.96414005]],[[2.08592533]],[[1.91568344]],[[2.28833998]],[[2.04253557]],[[0.87722901]],[[0.82977569]],[[1.25878908]],[[1.05722892]],[[1.20612231]],[[1.10246116]],[[1.26481399]],[[1.12875372]]
['SHOC2'],[[1.55194701]],[[1.68675545]],[[1.5864268]],[[1.92100327]],[[1.79036537]],[[1.43710216]],[[1.70737246]],[[1.40867273]],[[1.08827909]],[[1.13898348]],[[1.01862012]],[[1.1303943]],[[1.00694159]]
['TSPAN14'],[[1.71245359]],[[1.78656404]],[[1.87477044]],[[2.02196996]],[[1.81553033]],[[1.45220548]],[[1.85613361]],[[1.39457367]],[[1.08456234]],[[1.12289803]],[[1.02673608]],[[1.19536069]],[[1.04857386]]
['NUFIP2'],[[1.20596948]],[[1.81487182]],[[1.71652632]],[[1.89091708]],[[1.70513318]],[[1.42201076]],[[1.61142671]],[[1.25962468]],[[0.93140404]],[[0.94926875]],[[0.95525016]],[[1.09832439]],[[0.95499822]]
['RAPGEFL1'],[[1.51895995]],[[1.75762533]],[[1.83858257]],[[2.13760303]],[[1.80945126]],[[1.59914681]],[[1.76378862]],[[1.6635278]],[[1.18999483]],[[1.27186305]],[[1.20365743]],[[1.33465659]],[[1.20418278]]
['MLX'],[[1.87215199]],[[1.75041162]],[[1.82804623]],[[2.05970279]],[[1.90787342]],[[1.43821178]],[[1.60932327]],[[1.58973855]],[[1.20692408]],[[1.17162495]],[[1.13044289]],[[1.3058991]],[[1.15619574]]
['IFT20'],[[1.4109104]],[[1.89769444]],[[1.97617241]],[[2.16077728]],[[1.86663351]],[[1.42587353]],[[1.62069205]],[[1.53989721]],[[1.33028354]],[[1.27304117]],[[1.19299842]],[[1.34603726]],[[1.19190151]]
['PHF12'],[[1.5201826]],[[1.77789411]],[[1.76072208]],[[2.01967333]],[[1.74625714]],[[1.54173349]],[[1.38173189]],[[1.38255383]],[[1.083658]],[[1.18587023]],[[1.08631612]],[[1.2092154]],[[1.03330599]]
['ELF2'],[[1.79450219]],[[1.89165168]],[[1.79860818]],[[2.0399631]],[[1.76733597]],[[1.34725611]],[[1.38172345]],[[1.21515953]],[[0.92370548]],[[1.12515509]],[[0.93870665]],[[1.07658464]],[[0.92688239]]
['NUP98'],[[1.36358176]],[[1.60322821]],[[1.61947178]],[[1.89579661]],[[1.69070026]],[[1.33473428]],[[1.32204581]],[[1.29047914]],[[1.14183566]],[[1.1621294]],[[1.0327995]],[[1.18290861]],[[1.01627657]]
['ARPC3'],[[1.58361224]],[[1.64609186]],[[1.7266472]],[[2.05970857]],[[1.90167698]],[[1.59698816]],[[1.88842282]],[[1.61290211]],[[1.22167075]],[[1.18609435]],[[1.0744968]],[[1.23917695]],[[1.07393878]]
['UHRF1BP1L'],[[1.80923485]],[[1.85507117]],[[1.70182039]],[[1.91867221]],[[1.71307478]],[[1.61015774]],[[2.05474291]],[[1.47961063]],[[0.99672465]],[[1.07784982]],[[1.00594373]],[[1.14738862]],[[0.99131325]]
['CLEC4A'],[[2.08424987]],[[1.72970958]],[[1.67498654]],[[2.11958055]],[[1.78991405]],[[1.95767662]],[[2.82408634]],[[2.12304134]],[[1.40633663]],[[1.28066479]],[[1.35729514]],[[1.50584652]],[[1.31037971]]
['SERINC1'],[[1.61644597]],[[1.78881922]],[[1.75768139]],[[1.97764426]],[[1.87530037]],[[1.44816342]],[[1.59070683]],[[1.34918956]],[[0.97705726]],[[1.06685486]],[[0.91482904]],[[1.11616683]],[[0.97470777]]
['PTP4A1'],[[1.52121631]],[[1.81606305]],[[1.8577538]],[[2.01838944]],[[1.75862763]],[[1.37108414]],[[1.67954197]],[[1.29220632]],[[0.94219212]],[[1.0356334]],[[0.96831547]],[[1.11069661]],[[0.9709242]]
['TMEM30A'],[[1.71680245]],[[1.80654475]],[[1.65774029]],[[1.93256665]],[[1.79265962]],[[1.53590067]],[[1.85876053]],[[1.35374099]],[[0.96173043]],[[1.01739123]],[[0.99830803]],[[1.14554518]],[[1.01894725]]
['BRD8'],[[1.21796683]],[[1.70055933]],[[1.71528884]],[[1.88323526]],[[1.65237699]],[[1.4038575]],[[1.20563989]],[[1.24299888]],[[0.92644109]],[[1.0567996]],[[0.98931835]],[[1.14226603]],[[1.00582488]]
['CLK4'],[[2.20164125]],[[2.15514663]],[[1.98394511]],[[2.31482248]],[[2.0995869]],[[1.66261471]],[[1.865553]],[[1.4335932]],[[1.05675797]],[[1.02260171]],[[1.08663547]],[[1.21105643]],[[1.06267881]]
['FAM172A'],[[1.7520754]],[[2.19836919]],[[1.94375807]],[[2.0118945]],[[1.79028098]],[[1.43684755]],[[1.78246704]],[[1.31784702]],[[0.93635148]],[[0.87779463]],[[0.94931916]],[[1.09511787]],[[0.94782666]]
['ABCC5'],[[1.92229448]],[[2.0328417]],[[1.95248262]],[[2.17471412]],[[1.82725087]],[[1.06049512]],[[1.82382944]],[[1.49694494]],[[1.28539782]],[[1.19356587]],[[1.22209087]],[[1.31630833]],[[1.17456685]]
['SF3B6'],[[1.40218834]],[[1.55849785]],[[1.78521753]],[[1.92839602]],[[1.77290451]],[[1.3731269]],[[1.66112828]],[[1.48866978]],[[1.17680713]],[[1.29571224]],[[1.03626302]],[[1.26543927]],[[1.0690294]]
['CYTIP'],[[1.9408465]],[[1.63799061]],[[1.65638137]],[[2.13746073]],[[1.92689307]],[[1.29294786]],[[1.54408644]],[[1.3342457]],[[1.06021863]],[[1.0874844]],[[1.04519076]],[[1.22524263]],[[1.04964454]]
['ITGB6'],[[1.33755576]],[[2.10178307]],[[1.80368319]],[[2.08898518]],[[1.8870787]],[[1.7465538]],[[2.30034706]],[[1.36592009]],[[1.15035395]],[[0.86918394]],[[0.94165554]],[[1.03639721]],[[0.96780204]]
['STRN'],[[1.48696014]],[[1.73394477]],[[1.67913567]],[[2.07342234]],[[1.90196661]],[[1.41955625]],[[1.77515492]],[[1.39519209]],[[1.0678428]],[[1.07022135]],[[1.04177073]],[[1.17450805]],[[1.06049992]]
['PLCL1'],[[1.35493166]],[[1.88877933]],[[1.81098947]],[[1.49878441]],[[1.26552048]],[[0.81705738]],[[1.29152093]],[[0.92653016]],[[0.67127626]],[[0.73986781]],[[0.7080639]],[[0.89069715]],[[0.78814489]]
['LRRC42'],[[1.90610306]],[[1.98127348]],[[1.99343069]],[[2.04540121]],[[1.86878952]],[[1.42360124]],[[1.24157763]],[[1.28235676]],[[1.01631927]],[[1.20489447]],[[1.12236758]],[[1.22347004]],[[1.10774342]]
['STXBP3'],[[1.60063522]],[[1.82793589]],[[1.6915959]],[[1.9267444]],[[1.74683125]],[[1.56799026]],[[1.65494574]],[[1.43101575]],[[1.02797561]],[[1.01233473]],[[0.96703315]],[[1.13526965]],[[0.9657946]]
['TSNAX'],[[1.31997595]],[[1.54002186]],[[1.62661753]],[[1.85321351]],[[1.69703734]],[[1.15057922]],[[1.53523738]],[[1.21736735]],[[0.95249823]],[[0.99518871]],[[0.93898919]],[[1.07382098]],[[0.9401516]]
['LGALS8'],[[1.01656823]],[[1.85706814]],[[1.82391946]],[[2.11530341]],[[1.89281213]],[[1.61814723]],[[1.83057144]],[[1.43080241]],[[1.03217911]],[[0.92023879]],[[0.97822636]],[[1.12631037]],[[0.98709802]]
['ZNF684'],[[2.13243008]],[[1.90408357]],[[1.57554859]],[[1.96320956]],[[1.87212161]],[[0.95538266]],[[0.83393773]],[[1.22175401]],[[0.91301348]],[[1.00120298]],[[1.08469889]],[[1.33188845]],[[1.13300599]]
