['AHRR'],[[1.57064124]],[[1.31600479]],[[0.85811354]],[[1.10641604]],[[0.46622815]],[[1.20964535]],[[1.14448581]],[[1.17424265]],[[0.4967057]],[[0.91087587]],[[1.01023832]],[[2.28643655]],[[2.69941894]]
['CXCL8'],[[1.46592928]],[[0.84926599]],[[0.8262125]],[[0.85998721]],[[1.08673678]],[[0.53123204]],[[0.51788646]],[[0.57672393]],[[0.78875463]],[[1.09104868]],[[0.94437653]],[[1.12673297]],[[0.89024461]]
['SDC2'],[[1.08046473]],[[1.34513744]],[[1.345215]],[[0.8450768]],[[0.99413184]],[[0.61666647]],[[0.45299297]],[[0.37798339]],[[0.55335932]],[[0.98010308]],[[0.68673175]],[[0.90397789]],[[0.8371747]]
['TSPEAR'],[[1.0701311]],[[1.50622108]],[[1.67851003]],[[1.62607458]],[[1.23423514]],[[1.42265924]],[[1.09772222]],[[0.71686382]],[[0.65698529]],[[1.24992609]],[[0.77854967]],[[0.76192983]],[[0.65517216]]
['FUNDC2P2'],[[0.77527952]],[[1.2144147]],[[1.86440066]],[[0.95374556]],[[0.38952592]],[[1.04729846]],[[0.57708894]],[[0.86146602]],[[1.41664456]],[[0]],[[0.86126574]],[[1.31737248]],[[1.64774869]]
['RGS7'],[[0.96250857]],[[1.04010197]],[[0.76918858]],[[1.32136914]],[[0]],[[0.64973808]],[[0.66921113]],[[0]],[[0.84913992]],[[1.10046828]],[[0.69918199]],[[1.2641609]],[[0.80007088]]
['IFIT1'],[[0.73643615]],[[0.73534818]],[[0.68252636]],[[0.63560054]],[[0.50150019]],[[0.62455723]],[[0.51868878]],[[0.6577139]],[[0.62588046]],[[0.70617257]],[[0.41399829]],[[1.01115122]],[[0.64537034]]
['NEK5'],[[0.56007678]],[[1.46499337]],[[2.17681913]],[[0]],[[0.69592768]],[[0.7749276]],[[0]],[[0]],[[0.73799451]],[[1.10046805]],[[0.67317259]],[[1.22382536]],[[0.70854911]]
['FAM196B'],[[0.56007667]],[[0.5262246]],[[0.91103091]],[[0.55429142]],[[0.69592793]],[[0.43888055]],[[1.30772477]],[[0.86146602]],[[0.73799427]],[[0.3629588]],[[0.48630995]],[[0.55381332]],[[0.51665048]]
['MIR505'],[[1.7534926]],[[0]],[[0]],[[1.52295438]],[[0]],[[1.64768868]],[[1.56917218]],[[1.39712787]],[[1.22386173]],[[1.7174233]],[[1.60811924]],[[1.11331539]],[[0.81189094]]
['RPL31P52'],[[0.96250849]],[[1.46499327]],[[2.65130022]],[[2.24719187]],[[1.16340298]],[[1.27632288]],[[1.56917207]],[[0]],[[2.32398474]],[[1.71742294]],[[2.32427594]],[[1.19645915]],[[0.7445398]]
['HCG20'],[[0.70705066]],[[0]],[[0]],[[0]],[[1.40769867]],[[0]],[[0.72751216]],[[0.4468484]],[[0.53130626]],[[0]],[[0.57003535]],[[0.79356851]],[[0.61934434]]
['AC067945.1'],[[1.0715643]],[[1.55139518]],[[1.52324904]],[[1.36264692]],[[1.65980692]],[[1.22061056]],[[0.73669891]],[[0.96246691]],[[0.7192375]],[[1.17311209]],[[1.36349686]],[[1.38975066]],[[1.29926701]]
['AC015691.1'],[[0.39641348]],[[0.66618759]],[[0]],[[0.39209554]],[[0.86913549]],[[0.5598045]],[[0.86372191]],[[0.24065587]],[[0.2899744]],[[0.46614591]],[[0.30770246]],[[0.51217065]],[[0.60358079]]
['AC244502.1'],[[0.97769689]],[[0.82006676]],[[0.82012196]],[[0.92308066]],[[0.78888535]],[[0.42233354]],[[0.53512494]],[[0.81367985]],[[1.05267747]],[[0.80425603]],[[1.05352787]],[[1.01119911]],[[0.80304088]]
['RNU6-1294P'],[[0.39641357]],[[0]],[[0.66623484]],[[0]],[[0.86913549]],[[0.5598045]],[[0.40913641]],[[0.4468484]],[[0.53130626]],[[0]],[[0.63667962]],[[0.76932211]],[[0.64110384]]
['AC009054.1'],[[1.36801897]],[[0.66618759]],[[0.66623484]],[[1.52295429]],[[0]],[[0.5598045]],[[0.98817349]],[[0]],[[0.53130626]],[[0]],[[1.28959245]],[[0.96462467]],[[0.61843393]]
['AC026803.1'],[[0.61075005]],[[1.46499312]],[[1.12025344]],[[1.02927192]],[[1.6799556]],[[0.55980444]],[[0.28521725]],[[0.31271108]],[[0.53130608]],[[0.81789199]],[[0.66038763]],[[0.82829864]],[[0.5720027]]
['AC007598.1'],[[0.49219543]],[[0]],[[0.81115767]],[[0]],[[0.43748704]],[[1.01139768]],[[0.64348514]],[[0.20863817]],[[0.46637302]],[[0.40808831]],[[0.66895929]],[[0.91753473]],[[0.73632094]]
['SUB1P3'],[[0.81471966]],[[1.26813336]],[[1.26820809]],[[0.80695569]],[[1.99118858]],[[1.71172995]],[[0.66921113]],[[0.52172537]],[[0.34157855]],[[0.29730719]],[[0.19230003]],[[0.53063635]],[[0.63012307]]
['AP000365.1'],[[0]],[[1.46499327]],[[2.17681882]],[[0]],[[0]],[[1.27632288]],[[1.56917207]],[[1.6682806]],[[1.22386199]],[[1.10046834]],[[1.50609487]],[[2.26924994]],[[1.86369439]]
['AL022067.1'],[[3.39052358]],[[3.91503993]],[[3.00775343]],[[3.99912617]],[[4.0974487]],[[3.45357796]],[[3.14883264]],[[2.68837954]],[[2.32398474]],[[2.14819469]],[[2.38321733]],[[2.54154958]],[[2.82610459]]
['RNU6-94P'],[[0.81471966]],[[1.792801]],[[1.04016761]],[[0]],[[0.99413192]],[[0.36114138]],[[0.25910303]],[[0]],[[0.6175659]],[[0.54369085]],[[0.32820045]],[[0.41120278]],[[0.49957728]]
['AC103724.4'],[[0.9625084]],[[0.91097131]],[[0.91103113]],[[0.95374534]],[[0]],[[0]],[[0]],[[1.06293541]],[[0]],[[1.10046805]],[[0.87351413]],[[0.88981374]],[[1.03697503]]
['AL139035.1'],[[1.7534926]],[[0.91097131]],[[2.17681913]],[[2.50702671]],[[0]],[[0]],[[1.79043032]],[[1.39712787]],[[0]],[[1.9488277]],[[1.48355079]],[[1.50993208]],[[1.43624952]]
