['FGR'],[[1.02289744]],[[1.72693604]],[[1.83526595]],[[1.83288643]],[[1.85437527]],[[1.91870676]],[[1.72925234]],[[1.30991769]],[[1.30390008]],[[1.13070411]],[[1.02832788]],[[1.22842018]],[[1.02424481]]
['NDST1'],[[1.39283237]],[[1.91451991]],[[1.91362655]],[[1.75182972]],[[1.79191927]],[[1.12881704]],[[1.16915656]],[[1.25359053]],[[1.18714233]],[[1.41532442]],[[1.09656974]],[[1.16048913]],[[1.05767005]]
['ST6GALNAC2'],[[1.09156299]],[[1.72450097]],[[1.92180577]],[[1.86020784]],[[1.58933355]],[[1.47796029]],[[1.26884794]],[[1.08112049]],[[1.06933645]],[[1.16816216]],[[0.85205658]],[[0.95441164]],[[0.85541846]]
['CYBRD1'],[[0.94524513]],[[2.06780095]],[[2.05941453]],[[2.00777276]],[[1.97365093]],[[1.36934983]],[[1.23435645]],[[1.19337108]],[[1.32933804]],[[1.2362891]],[[1.36590459]],[[1.45360646]],[[1.32212813]]
['ACTN1'],[[1.07292006]],[[1.62211989]],[[1.77507619]],[[1.75014413]],[[1.60526955]],[[1.59334446]],[[1.33063665]],[[1.28100746]],[[1.31563892]],[[1.19992241]],[[0.9274944]],[[1.04434868]],[[0.87540338]]
['P4HA2'],[[0.83404262]],[[1.15861837]],[[1.26820805]],[[1.17938868]],[[1.33274731]],[[1.39809847]],[[1.44436296]],[[1.28874895]],[[1.32347087]],[[0.80219976]],[[0.48636844]],[[0.72136757]],[[0.46831332]]
['TMEM38A'],[[1.04194983]],[[1.52779886]],[[1.78947832]],[[1.33638466]],[[1.79896456]],[[1.21597962]],[[1.50084666]],[[1.36201676]],[[1.7218824]],[[1.22064864]],[[0.9978175]],[[1.24762408]],[[1.06816217]]
['PANX2'],[[1.24374136]],[[1.81576718]],[[2.12135958]],[[1.99787698]],[[1.72798593]],[[1.28875277]],[[1.15845252]],[[1.11579258]],[[1.18334962]],[[1.18390955]],[[1.03756537]],[[1.18062012]],[[0.99525246]]
['EIF4G3'],[[1.12025017]],[[1.56678824]],[[1.65547047]],[[1.6329834]],[[1.76844099]],[[1.4403463]],[[1.24702502]],[[1.26927881]],[[1.1730778]],[[1.1646533]],[[1.12597683]],[[1.26531914]],[[1.10883914]]
['SLC25A40'],[[0.89927725]],[[1.58170918]],[[1.51197879]],[[1.38496316]],[[1.77208108]],[[1.44980153]],[[1.13266801]],[[1.09377999]],[[1.08014319]],[[1.00567459]],[[0.89429678]],[[0.98419999]],[[0.86254749]]
['PLD1'],[[1.16225222]],[[1.97197182]],[[1.94684866]],[[1.99564163]],[[2.11177537]],[[1.72281258]],[[1.49917967]],[[1.33715789]],[[1.41734106]],[[1.26597698]],[[1.14049073]],[[1.26301655]],[[1.10059918]]
['STXBP2'],[[1.1517628]],[[1.70001041]],[[1.80968063]],[[1.8049768]],[[1.63803533]],[[1.5435837]],[[1.45371651]],[[1.36641049]],[[1.45820682]],[[1.26010968]],[[1.02677004]],[[1.22938325]],[[1.05486102]]
['DGKD'],[[1.19586193]],[[1.63157308]],[[1.70966995]],[[1.69193969]],[[1.63646085]],[[1.39226766]],[[1.27223398]],[[1.22388581]],[[1.13910893]],[[1.13351494]],[[1.11308605]],[[1.21410678]],[[1.06029449]]
['ACER3'],[[0.80496012]],[[1.3894413]],[[1.27609635]],[[1.2059981]],[[1.62286095]],[[1.82319593]],[[1.66290637]],[[1.31898026]],[[1.25042898]],[[1.1214858]],[[0.88255153]],[[1.00209834]],[[0.89372795]]
['NRDC'],[[1.01499965]],[[1.79212261]],[[1.88391139]],[[1.88474621]],[[1.87917309]],[[1.58514546]],[[1.27454767]],[[1.15272188]],[[1.16894519]],[[1.1248088]],[[0.88399872]],[[1.0226183]],[[0.87612603]]
['PGM1'],[[1.230985]],[[1.77212105]],[[1.7225465]],[[1.75796776]],[[1.81239952]],[[1.72238186]],[[1.23240874]],[[1.16152912]],[[1.14977942]],[[1.05598937]],[[0.99629021]],[[1.13525431]],[[0.9672411]]
['PLOD1'],[[1.14172633]],[[1.84281267]],[[1.89240994]],[[1.8346294]],[[1.65692046]],[[1.15443544]],[[1.42250132]],[[1.30469375]],[[1.24714442]],[[1.27168484]],[[1.26173441]],[[1.35358276]],[[1.23276634]]
['SSH1'],[[1.09544687]],[[1.8222603]],[[1.92802181]],[[1.86643482]],[[1.68847109]],[[1.73369087]],[[1.37900314]],[[1.2197867]],[[1.22677992]],[[1.03827166]],[[0.82186896]],[[0.95847543]],[[0.84080354]]
['APLP2'],[[0.97545817]],[[1.65781692]],[[1.64834475]],[[1.53955864]],[[1.62132039]],[[1.48583307]],[[1.4739592]],[[1.35415873]],[[1.25489886]],[[1.20303964]],[[0.89487175]],[[1.04105134]],[[0.89063756]]
['CD82'],[[1.0283713]],[[1.36216672]],[[1.44686509]],[[1.43750537]],[[1.41996768]],[[1.60250036]],[[1.31556124]],[[1.21468732]],[[1.28404782]],[[1.17512342]],[[0.87489093]],[[1.06784314]],[[0.84836154]]
['SNX10'],[[0.98172332]],[[1.75826074]],[[1.78082364]],[[1.74967049]],[[1.84180541]],[[1.72562849]],[[1.43070617]],[[1.1979645]],[[1.1148938]],[[1.03012299]],[[0.81974145]],[[0.92298156]],[[0.79360688]]
['LAT2'],[[1.07099716]],[[1.81288394]],[[1.9098052]],[[1.8706671]],[[1.80189022]],[[1.42944479]],[[1.28529064]],[[1.20357359]],[[1.22163359]],[[1.1771142]],[[0.88703492]],[[1.03702375]],[[0.8719451]]
['TRIP6'],[[0.73913005]],[[2.03450033]],[[2.14127129]],[[2.00412292]],[[1.84858791]],[[1.97107707]],[[1.61125377]],[[1.37566087]],[[1.35071149]],[[1.0372378]],[[0.80999611]],[[0.96782365]],[[0.83890098]]
['LPCAT2'],[[1.01055562]],[[1.57155502]],[[1.55007833]],[[1.54116053]],[[1.68099099]],[[1.99038162]],[[1.44704456]],[[1.22245835]],[[1.17720394]],[[1.08366249]],[[0.79717209]],[[0.9999353]],[[0.83538683]]
['RFX2'],[[0.98840174]],[[1.51932403]],[[1.81943588]],[[1.84862751]],[[1.77743276]],[[1.71897623]],[[1.61652588]],[[1.30480851]],[[1.29088261]],[[0.95526072]],[[0.65030644]],[[0.8888567]],[[0.65395808]]
['NSFL1C'],[[1.29881409]],[[1.81903827]],[[1.96339726]],[[1.95516613]],[[1.80232242]],[[1.32739276]],[[1.37889675]],[[1.15099405]],[[1.16715122]],[[1.22220585]],[[0.87501126]],[[0.96888544]],[[0.84277804]]
['PXN'],[[1.11972792]],[[1.78274167]],[[1.93984498]],[[1.89003443]],[[1.68663418]],[[1.65990916]],[[1.42381266]],[[1.25458402]],[[1.24888541]],[[1.11403706]],[[0.93640705]],[[1.12649075]],[[0.91721575]]
['GMIP'],[[1.15229]],[[1.71864736]],[[1.8893938]],[[1.85602721]],[[1.69049639]],[[1.54387805]],[[1.51860845]],[[1.25042574]],[[1.2866033]],[[1.1673659]],[[0.92236728]],[[1.09039575]],[[0.92482566]]
['MAEA'],[[1.10257982]],[[1.74237199]],[[1.89904048]],[[1.84028211]],[[1.78446064]],[[1.51067336]],[[1.35568396]],[[1.16325411]],[[1.16717423]],[[1.12319835]],[[1.00715941]],[[1.13343417]],[[0.96736722]]
['OSBPL8'],[[1.00664473]],[[1.57699805]],[[1.59147888]],[[1.50159205]],[[1.69407346]],[[1.69806584]],[[1.38772313]],[[1.24121473]],[[1.15950086]],[[1.08003268]],[[1.02893512]],[[1.0930546]],[[0.94580851]]
['CMTM6'],[[0.94207326]],[[1.85824866]],[[1.78180683]],[[1.72154844]],[[1.87943332]],[[1.68586408]],[[1.30595311]],[[1.15213318]],[[1.05045075]],[[0.98888825]],[[0.82436463]],[[0.96860033]],[[0.81351511]]
['PPP2R3C'],[[1.01117338]],[[1.56776594]],[[1.6516309]],[[1.58776554]],[[1.73278286]],[[1.44639543]],[[1.12765163]],[[1.01155212]],[[0.82452126]],[[0.99324183]],[[0.74241679]],[[0.82848393]],[[0.71971368]]
['UNC13D'],[[1.17315865]],[[1.63739529]],[[1.79533487]],[[1.75296829]],[[1.55664252]],[[1.48765378]],[[1.36349977]],[[1.27540448]],[[1.31528135]],[[1.2249326]],[[1.03887765]],[[1.15983627]],[[0.99061283]]
['LRRFIP2'],[[1.0701128]],[[1.65300289]],[[1.73441249]],[[1.70675526]],[[1.74273855]],[[1.45766418]],[[1.27157828]],[[1.16150637]],[[1.13252591]],[[1.0717047]],[[0.99944435]],[[1.13981438]],[[0.98202611]]
['NANS'],[[0.80773442]],[[2.06790313]],[[2.14930609]],[[2.01236104]],[[1.92558899]],[[1.69810907]],[[1.4770675]],[[1.36334216]],[[1.32490658]],[[1.1033377]],[[0.95012639]],[[1.17409509]],[[1.0165099]]
['GTPBP1'],[[1.03306615]],[[1.92837164]],[[2.11471429]],[[2.12785702]],[[1.99991214]],[[1.44852662]],[[1.12379042]],[[1.09344204]],[[1.29183902]],[[1.11107106]],[[1.08549462]],[[1.27663648]],[[1.10250741]]
['TOM1'],[[1.02820979]],[[1.80832359]],[[1.97372325]],[[1.91024408]],[[1.75887048]],[[1.4279393]],[[1.35811098]],[[1.29486252]],[[1.30910865]],[[1.18602341]],[[1.09415462]],[[1.31885395]],[[1.10048627]]
['THOC5'],[[0.9495593]],[[1.7376806]],[[1.91213579]],[[1.81216854]],[[1.64798401]],[[1.55997314]],[[1.43172611]],[[1.22811662]],[[1.23940839]],[[1.04612677]],[[0.81889842]],[[1.00257686]],[[0.80251423]]
['CSF2RB'],[[0.92245749]],[[1.91087405]],[[2.07405197]],[[1.99568688]],[[1.77044105]],[[1.64845248]],[[1.50696091]],[[1.28983017]],[[1.32016232]],[[1.11239062]],[[0.89022841]],[[1.07192877]],[[0.86970427]]
['PRMT5'],[[0.97591589]],[[1.45487453]],[[1.75421695]],[[1.61529152]],[[1.46976163]],[[1.52511399]],[[1.34110351]],[[1.24287354]],[[1.18723524]],[[0.93764126]],[[1.00062312]],[[1.18661802]],[[0.9689821]]
['RIN3'],[[1.34787862]],[[1.74594125]],[[1.832473]],[[1.79277822]],[[1.67714549]],[[1.50109011]],[[1.43715352]],[[1.29621173]],[[1.26772627]],[[1.17578163]],[[1.01480161]],[[1.15898259]],[[0.9893077]]
['C20orf24'],[[1.00679999]],[[1.43291156]],[[1.72183264]],[[1.70959946]],[[1.70209042]],[[1.43052106]],[[1.28638747]],[[1.14573103]],[[1.2952225]],[[1.16354111]],[[0.89988068]],[[1.09421491]],[[0.89262298]]
['TPD52L2'],[[1.00899954]],[[1.55202885]],[[1.6867342]],[[1.63377192]],[[1.59501085]],[[1.50471738]],[[1.33093559]],[[1.24608506]],[[1.22666509]],[[1.15078867]],[[0.92984659]],[[1.07829689]],[[0.90616519]]
['DNAJC5'],[[1.02520905]],[[1.53547852]],[[1.64326259]],[[1.56759387]],[[1.60566939]],[[1.44525968]],[[1.35734221]],[[1.24134987]],[[1.21633971]],[[1.13869595]],[[0.92823483]],[[1.09512914]],[[0.96034286]]
['RASSF2'],[[1.02007823]],[[1.70380453]],[[1.7595817]],[[1.69887034]],[[1.67998019]],[[1.42538143]],[[1.3535074]],[[1.19262511]],[[1.12574602]],[[1.11566954]],[[0.82943933]],[[0.95072085]],[[0.81317004]]
['SIRPB1'],[[1.08359913]],[[1.83278802]],[[1.89524749]],[[1.79962571]],[[1.71512397]],[[1.81702323]],[[1.57924093]],[[1.33943017]],[[1.32315801]],[[1.1544944]],[[0.97918391]],[[1.09666948]],[[0.89646622]]
['DNTTIP1'],[[1.13111639]],[[1.61908464]],[[1.71495681]],[[1.66552398]],[[1.59789525]],[[1.47220303]],[[1.30972319]],[[1.16912663]],[[1.17904341]],[[1.11649245]],[[0.82934201]],[[0.98565092]],[[0.76640739]]
['ZNF516'],[[1.13356735]],[[1.58473084]],[[1.72459731]],[[1.65825501]],[[1.63878445]],[[1.52345945]],[[1.52263719]],[[1.31866015]],[[1.3255886]],[[1.28660397]],[[0.93080587]],[[1.03435473]],[[0.88190016]]
['PLP2'],[[1.06292674]],[[1.67425106]],[[1.73335648]],[[1.62283806]],[[1.70751768]],[[1.88162926]],[[1.67731307]],[[1.46882248]],[[1.42677844]],[[1.22117658]],[[1.01802832]],[[1.19824089]],[[0.99637296]]
['KCND1'],[[1.14431033]],[[1.65775107]],[[1.97993359]],[[2.1135642]],[[2.02795113]],[[1.54231999]],[[1.64935922]],[[1.50606123]],[[1.48351967]],[[1.35531929]],[[0.98533961]],[[1.23691624]],[[1.05054795]]
['PGK1'],[[1.0064598]],[[1.6079989]],[[1.66234027]],[[1.63892656]],[[1.74058399]],[[1.73560188]],[[1.438462]],[[1.30192489]],[[1.25455811]],[[1.10760495]],[[0.98635425]],[[1.1508669]],[[0.97125497]]
['RP2'],[[0.99223004]],[[1.81743263]],[[1.86688441]],[[1.80974546]],[[1.92477817]],[[1.72368284]],[[1.47409183]],[[1.27520388]],[[1.17874456]],[[1.07277405]],[[0.82162681]],[[0.98368562]],[[0.82025453]]
['DNAJC3'],[[1.01660439]],[[1.50351716]],[[1.47608924]],[[1.4378339]],[[1.69989545]],[[1.62725785]],[[1.30610932]],[[1.04788795]],[[0.98848672]],[[0.95392544]],[[0.77984608]],[[0.91816274]],[[0.75216907]]
['MGRN1'],[[1.22613777]],[[1.96607681]],[[2.02643496]],[[1.97509862]],[[1.71265599]],[[1.41816426]],[[1.29387378]],[[1.15818763]],[[1.20707515]],[[1.22806147]],[[1.0715811]],[[1.20946551]],[[1.04839038]]
['MAPK3'],[[1.12904602]],[[1.5569676]],[[1.6790415]],[[1.59609551]],[[1.46252485]],[[1.4837899]],[[1.45133599]],[[1.31738772]],[[1.33349929]],[[1.23534611]],[[0.92606594]],[[1.09678715]],[[0.88540844]]
['GDPD3'],[[0.97626882]],[[1.51483628]],[[1.79115949]],[[1.79242209]],[[1.44525078]],[[1.58713937]],[[1.48784122]],[[1.31745458]],[[1.30899915]],[[1.22246344]],[[0.87852794]],[[1.05056707]],[[0.89909757]]
['NECAB2'],[[1.24603596]],[[1.85056367]],[[1.9015371]],[[1.77218913]],[[1.45003466]],[[1.27632322]],[[1.282209]],[[1.39126683]],[[1.3403566]],[[1.2059585]],[[0.66109557]],[[0.81721017]],[[0.65895493]]
['MEFV'],[[0.98932562]],[[1.68005192]],[[1.82179124]],[[1.76690979]],[[1.70609188]],[[1.60969651]],[[1.46166468]],[[1.26823681]],[[1.2613444]],[[1.19687105]],[[0.95981277]],[[1.13548256]],[[0.96607424]]
['ZNF106'],[[0.99389493]],[[1.67172816]],[[1.698546]],[[1.6197242]],[[1.74106029]],[[1.68662291]],[[1.44883564]],[[1.24925944]],[[1.15775526]],[[1.11383482]],[[0.9124818]],[[1.02582661]],[[0.8889929]]
['CPQ'],[[1.14019829]],[[1.76555162]],[[1.79547818]],[[1.73083457]],[[1.63761047]],[[1.38681326]],[[1.51415958]],[[1.30550062]],[[1.25219224]],[[1.13500145]],[[0.93798691]],[[1.05903173]],[[0.92941777]]
['TRPS1'],[[0.93873932]],[[1.53970002]],[[1.51118821]],[[1.6003204]],[[1.96034589]],[[1.3948507]],[[1.3222485]],[[1.13177938]],[[1.23337945]],[[1.08883767]],[[1.05227002]],[[1.19114711]],[[1.04265176]]
['ASAH1'],[[1.00832263]],[[1.59993821]],[[1.57736775]],[[1.53520132]],[[1.51857968]],[[1.62162131]],[[1.39046947]],[[1.25401566]],[[1.24783939]],[[1.11015441]],[[1.04538203]],[[1.12847188]],[[0.99974259]]
['FCGRT'],[[1.08733151]],[[1.66286179]],[[1.81044426]],[[1.75269617]],[[1.60637845]],[[1.37315213]],[[1.45758373]],[[1.30645991]],[[1.30055182]],[[1.25687825]],[[0.94453508]],[[1.08067123]],[[0.91600842]]
['RAB3D'],[[1.03970721]],[[1.93210721]],[[1.95309272]],[[1.89860065]],[[1.82560258]],[[1.52332176]],[[1.35067558]],[[1.26752947]],[[1.2202513]],[[1.18603794]],[[0.87075956]],[[0.97356207]],[[0.847383]]
['PLPPR2'],[[1.08042724]],[[1.81389397]],[[1.91467039]],[[1.861264]],[[1.66403927]],[[1.29527201]],[[1.26949009]],[[1.23776458]],[[1.22529019]],[[1.29207595]],[[0.99981811]],[[1.09783094]],[[0.90404675]]
['MOSPD3'],[[1.1297261]],[[1.62545578]],[[1.61752712]],[[1.68680959]],[[1.43150159]],[[1.20898273]],[[1.40718237]],[[1.29823988]],[[1.32440485]],[[1.295899]],[[1.06420571]],[[1.27731417]],[[1.13427361]]
['IMPDH1'],[[1.12379861]],[[1.82247387]],[[1.98396219]],[[1.97626609]],[[1.8125132]],[[1.77679705]],[[1.57659524]],[[1.41130949]],[[1.46303716]],[[1.26157998]],[[0.89322159]],[[1.07281252]],[[0.88291563]]
['UBE2R2'],[[0.94232415]],[[1.74687201]],[[1.8086369]],[[1.81823721]],[[1.74644918]],[[1.70148366]],[[1.46367854]],[[1.28805312]],[[1.31258459]],[[1.13736455]],[[0.8887835]],[[1.03852218]],[[0.85224308]]
['MAP3K8'],[[1.16016765]],[[1.62496628]],[[1.71640707]],[[1.68766422]],[[1.69052183]],[[1.58839664]],[[1.47102932]],[[1.17268681]],[[1.26841016]],[[0.9624483]],[[1.07074559]],[[1.19043573]],[[0.98249209]]
['P2RX1'],[[1.17710124]],[[1.75695167]],[[1.82417813]],[[1.77617263]],[[1.65989252]],[[1.4934892]],[[1.58312168]],[[1.56995164]],[[1.44409533]],[[1.30776433]],[[1.27740597]],[[1.34679092]],[[1.29551667]]
['GALK1'],[[1.22506556]],[[1.9257673]],[[2.0537341]],[[1.96854892]],[[1.85690086]],[[1.86040093]],[[1.64600145]],[[1.53906515]],[[1.77299926]],[[1.29128939]],[[1.05848441]],[[1.29390955]],[[1.0604245]]
['DUSP3'],[[0.71498133]],[[1.85957364]],[[1.79864217]],[[1.69459837]],[[1.83677429]],[[1.46135691]],[[1.49333719]],[[1.3808681]],[[1.39347442]],[[1.17368789]],[[0.9634359]],[[1.10859468]],[[0.93128148]]
['PRKAR1A'],[[0.9705328]],[[1.72838079]],[[1.71572827]],[[1.66738205]],[[1.76395564]],[[1.60594737]],[[1.33698088]],[[1.13678711]],[[1.08093054]],[[1.03590373]],[[0.90226684]],[[1.01952887]],[[0.87116691]]
['CHIC2'],[[1.15606951]],[[1.74541137]],[[1.82033211]],[[1.79297394]],[[1.82246087]],[[1.37440591]],[[1.24150364]],[[1.20477046]],[[1.12757051]],[[1.13897546]],[[0.87606606]],[[1.05066017]],[[0.92371193]]
['UBE2D3'],[[0.90409169]],[[1.70007522]],[[1.63735566]],[[1.60938928]],[[1.6640023]],[[1.49373642]],[[1.15708543]],[[1.14198938]],[[1.14396194]],[[1.09376879]],[[0.9514412]],[[1.12057873]],[[0.98624296]]
['GALNT7'],[[0.99216563]],[[1.60123469]],[[1.52655317]],[[1.44546321]],[[1.55797808]],[[1.3176461]],[[1.32715878]],[[1.1858948]],[[1.04257933]],[[1.06455289]],[[0.9386587]],[[1.03313105]],[[0.90647909]]
['HTATIP2'],[[1.05340989]],[[1.72021552]],[[1.76805609]],[[1.57409733]],[[1.70576518]],[[1.44545001]],[[1.25082147]],[[1.25861007]],[[1.19363217]],[[1.05418777]],[[1.03991536]],[[1.16711426]],[[1.05140311]]
['MS4A6A'],[[0.89115763]],[[1.76366048]],[[1.78633054]],[[1.8597935]],[[2.03077616]],[[1.85865309]],[[1.58712943]],[[1.35554981]],[[1.37295629]],[[1.25541147]],[[1.00508327]],[[1.11402522]],[[0.9307762]]
['RNF141'],[[0.95207984]],[[1.68653774]],[[1.68184155]],[[1.70124896]],[[1.67485772]],[[1.78675027]],[[1.29436248]],[[1.09890136]],[[1.03250508]],[[1.01185794]],[[0.85020198]],[[0.98940176]],[[0.84418664]]
['CBL'],[[0.97410394]],[[1.56818594]],[[1.6629957]],[[1.5865201]],[[1.63681006]],[[1.59941101]],[[1.38738519]],[[1.16596786]],[[1.06456929]],[[1.08124326]],[[0.85859757]],[[0.98046803]],[[0.8228053]]
['NECTIN1'],[[1.22035079]],[[1.92949808]],[[1.99977097]],[[1.81236013]],[[1.61655545]],[[1.52199422]],[[1.18458984]],[[1.21832767]],[[1.15765792]],[[1.28446233]],[[1.11069394]],[[1.2426501]],[[1.09226219]]
['TCIRG1'],[[1.27446756]],[[1.80512057]],[[1.9553775]],[[1.92984388]],[[1.69267231]],[[1.44493432]],[[1.55652886]],[[1.32449036]],[[1.35401089]],[[1.32340002]],[[0.96952118]],[[1.1326489]],[[0.97609089]]
